order	x	y	placement_time	restaurant	ready_time
o1	8760	6563	756	r1	793
o2	4842	6929	522	r2	540
o3	10697	6302	876	r3	894
o4	11373	3977	928	r4	938
o5	9030	10224	474	r5	506
o6	6774	6378	667	r6	685
o7	8486	11001	829	r7	840
o8	6077	11823	521	r8	527
o9	7462	9244	706	r9	729
o10	7586	12186	835	r10	852
o11	8127	8656	897	r3	922
o12	9816	10634	535	r11	557
o13	8056	8885	938	r12	979
o14	8198	9208	724	r13	725
o15	7078	7299	865	r8	867
o16	8962	7418	873	r8	885
o17	8156	4983	538	r14	550
o18	3066	8994	218	r15	238
o19	9589	10750	783	r16	795
o20	6161	9323	961	r8	986
o21	8121	9155	779	r17	786
o22	8054	5401	741	r14	753
o23	9875	5946	879	r18	896
o24	2146	9404	823	r19	841
o25	8498	8887	439	r20	459
o26	8834	11350	840	r21	886
o27	6320	6239	518	r22	534
o28	9406	9849	664	r23	701
o29	8859	8784	841	r24	873
o30	6821	11293	648	r8	659
o31	5878	8935	509	r25	524
o32	10144	9196	994	r23	1016
o33	8488	8979	731	r26	751
o34	8738	8308	687	r3	717
o35	8962	8848	823	r27	841
o36	11534	10318	755	r28	767
o37	6972	9872	965	r29	973
o38	9805	11346	718	r30	744
o39	7963	10220	276	r31	283
o40	8253	11156	705	r32	725
o41	10797	8540	928	r33	965
o42	10205	6577	817	r30	842
o43	4575	9565	791	r34	809
o44	11527	10252	538	r35	553
o45	7898	8133	871	r36	898
o46	9454	11284	417	r37	454
o47	11428	6536	865	r38	891
o48	10938	9866	845	r39	870
o49	9283	12167	945	r9	963
o50	9531	12139	849	r12	880
o51	7084	6105	872	r25	885
o52	5476	9021	701	r8	723
o53	11450	10237	348	r40	379
o54	9781	10401	284	r37	291
o55	9338	10291	843	r24	883
o56	7284	8843	797	r41	834
o57	6436	9051	975	r42	987
o58	7201	7405	656	r43	693
o59	7215	10649	906	r1	943
o60	8951	8278	820	r13	822
o61	9233	6413	778	r26	805
o62	7972	10780	310	r44	327
o63	8222	10497	622	r45	639
o64	8540	11588	235	r46	250
o65	8089	10416	715	r47	736
o66	8613	7874	635	r48	653
o67	9473	10834	806	r8	809
o68	9403	6891	821	r49	833
o69	8020	9033	902	r12	922
o70	9976	10648	546	r50	577
o71	7240	8631	601	r45	621
o72	9453	4803	786	r51	798
o73	11652	10328	701	r52	738
o74	7520	8538	787	r23	805
o75	4933	8938	783	r53	796
o76	10723	8909	677	r49	693
o77	9158	10421	414	r54	422
o78	8505	10149	723	r55	735
o79	9275	9774	886	r27	902
o80	6412	9075	702	r36	738
o81	10147	11898	927	r56	967
o82	8840	8312	301	r5	312
o83	11556	8683	439	r55	464
o84	9450	12257	952	r8	968
o85	3719	9997	436	r57	444
o86	7742	11581	917	r58	960
o87	9606	12208	387	r18	407
o88	9271	8150	888	r59	915
o89	4950	7333	411	r19	423
o90	11516	8738	801	r60	802
o91	9381	10316	328	r30	341
o92	8721	8091	770	r61	807
o93	8145	10688	868	r62	925
o94	9682	9233	784	r15	809
o95	9097	10076	814	r63	839
o96	10444	9168	642	r1	679
o97	4915	6992	696	r64	722
o98	9124	8908	832	r65	857
o99	8460	10393	807	r66	812
o100	4336	6251	514	r6	537
o101	7629	8944	420	r67	457
o102	10869	11353	802	r68	827
o103	7174	6915	307	r69	315
o104	11424	8679	718	r28	734
o105	6092	5273	881	r6	901
o106	6827	12123	838	r34	863
o107	8133	11532	627	r70	633
o108	11620	10414	946	r55	958
o109	10160	4113	405	r71	418
o110	9386	6557	764	r14	776
o111	5661	9077	406	r41	452
o112	7213	9302	855	r72	870
o113	11246	9547	942	r73	979
o114	11565	9878	223	r54	244
o115	4386	7209	863	r25	888
o116	10362	9384	395	r74	432
o117	6496	9121	714	r8	732
o118	9494	10225	792	r23	829
o119	9327	7978	866	r55	878
o120	9840	9765	953	r75	978
o121	9078	10128	539	r3	564
o122	2509	7537	693	r76	730
o123	1375	7486	827	r77	837
o124	10569	9600	837	r78	853
o125	4468	10040	817	r76	857
o126	5899	9374	770	r5	788
o127	7709	10827	871	r23	908
o128	7765	7616	962	r79	970
o129	9698	8686	979	r55	991
o130	9459	10526	363	r55	375
o131	3957	5392	734	r80	747
o132	10032	9314	327	r81	364
o133	1306	6716	484	r76	515
o134	7054	7647	643	r59	656
o135	8133	11069	205	r82	221
o136	9969	12060	849	r81	886
o137	9954	10456	370	r39	396
o138	9453	10586	596	r8	614
o139	9606	11269	709	r17	716
o140	9185	6873	316	r31	322
o141	9192	12218	852	r17	870
o142	7255	12114	98	r82	116
o143	7385	11773	638	r32	669
o144	7220	8985	813	r83	850
o145	7880	11620	684	r1	721
o146	4306	7243	798	r53	808
o147	7338	8541	860	r63	871
o148	4231	7368	1025	r84	1087
o149	10065	9812	842	r8	869
o150	10377	9438	327	r12	363
o151	8497	11072	509	r85	539
o152	8924	11567	845	r23	878
o153	10341	10687	797	r54	812
o154	9792	11054	549	r8	556
o155	7865	11238	414	r86	434
o156	6757	8066	800	r15	831
o157	9077	10251	857	r87	913
o158	9769	12417	557	r88	575
o159	9289	7591	770	r51	782
o160	8428	9238	807	r89	808
o161	7730	9306	693	r23	713
o162	4537	10180	785	r64	822
o163	8936	7060	440	r35	450
o164	10562	9338	365	r68	390
o165	10773	9631	724	r48	730
o166	6759	11688	441	r70	477
o167	11467	9808	548	r90	585
o168	8272	11781	69	r82	84
o169	5709	9064	226	r32	259
o170	9137	10535	652	r50	672
o171	5382	10011	689	r15	704
o172	8475	6475	677	r91	695
o173	8771	11788	747	r17	754
o174	9376	10169	345	r50	360
o175	8569	10503	764	r11	801
o176	9982	9323	663	r3	691
o177	10485	9290	463	r74	500
