restaurant	x	y
r1	8763	7403
r2	9300	8296
r3	9180	8218
r4	8708	7196
r5	7776	6891
r6	11159	9301
r7	9031	9450
r8	6563	7971
r9	10418	7986
r10	6225	9797
r11	3068	9275
r12	9046	9758
r13	4808	7455
r14	6868	11157
r15	7800	9426
r16	8730	7509
r17	8849	5957
r18	8982	8225
r19	5023	7275
r20	8822	10142
r21	4952	9665
r22	9046	9450
r23	3271	9246
r24	8827	6488
r25	10425	8089
r26	10201	10954
r27	9802	6196
r28	9411	9856
r29	8876	9840
r30	9471	7163
r31	4548	7294
r32	9830	6345
r33	9744	10667
r34	5056	9416
r35	9525	7960
r36	10368	7963
r37	9936	11130
r38	3909	9130
r39	5783	9170
r40	10419	8854
r41	5310	9202
r42	10203	9512
r43	6624	7995
r44	10105	10948
r45	9175	9274
r46	5007	8702
r47	9313	7442
r48	8682	7058
r49	9473	6031
r50	7624	5911
r51	7766	7280
r52	7393	11253
r53	7662	6946
r54	8870	9702
r55	8647	7409
r56	8848	9182
r57	8758	8483
r58	8773	10167
r59	9991	11133
r60	9458	6010
r61	10276	10628
r62	10176	10873
r63	10299	10719
r64	5107	9236
r65	8010	8180
r66	10107	11029
r67	10450	7486
r68	8678	7394
r69	9000	6852
r70	9011	6563
r71	10146	10819
r72	10000	8736
r73	8828	5239
r74	6922	11250
r75	10083	9372
r76	7076	9968
r77	6625	7910
r78	5338	9158
r79	7272	11338
r80	8944	7174
r81	8186	10980
r82	8710	10824
r83	6480	9792
r84	4769	4629
r85	8069	11050
r86	9667	11826
r87	8675	7305
r88	7577	6955
r89	9056	7550
r90	9505	9600
r91	9670	9324
r92	10293	9318
r93	5180	8729
r94	8445	7352
r95	7931	10967
r96	4989	9355
r97	8836	5043
r98	7483	11087
r99	7100	11300
r100	9759	9878
r101	11790	4908
r102	5059	8753
r103	4809	7261
r104	8831	10109
r105	7954	8157
r106	8179	7184
r107	8864	5035
r108	9366	9688
r109	4771	7156
r110	10937	9669
r111	9816	9707
r112	9123	9252
r113	941	8402
r114	7710	9635
r115	9958	11152
r116	5086	9359
