order	x	y	placement_time	restaurant	ready_time
o1	7157	6872	357	r1	376
o2	9026	10194	278	r2	300
o3	11544	8564	335	r3	348
o4	6649	8848	739	r4	746
o5	6966	12026	785	r5	810
o6	7964	9093	800	r3	820
o7	8344	10417	339	r6	351
o8	3685	9880	655	r7	665
o9	11544	10309	705	r8	725
o10	6689	9144	790	r9	806
o11	1330	4524	285	r10	328
o12	8020	9862	638	r11	693
o13	9290	10989	813	r12	818
o14	9332	9080	874	r13	899
o15	1292	8862	603	r11	623
o16	7476	6906	529	r14	559
o17	9637	7767	585	r15	605
o18	7656	9431	476	r16	486
o19	8740	10406	621	r9	646
o20	7033	9023	639	r16	649
o21	2406	9057	636	r17	643
o22	7642	12059	677	r18	687
o23	6861	6761	731	r19	741
o24	6232	7659	642	r20	651
o25	10463	10232	882	r6	900
o26	9304	9990	386	r21	392
o27	9833	9435	772	r22	802
o28	10233	9442	535	r2	545
o29	6285	8050	408	r2	415
o30	8877	7502	544	r16	554
o31	8619	9624	261	r23	323
o32	8113	6608	721	r24	739
o33	7674	11028	835	r25	865
o34	9812	10959	689	r26	716
o35	9319	11243	675	r27	702
o36	9521	9177	309	r28	320
o37	8607	7022	491	r3	498
o38	9537	5820	762	r20	784
o39	9819	10633	874	r6	883
o40	10310	10836	814	r29	829
o41	6350	8811	328	r14	358
o42	10828	11253	931	r9	946
o43	8613	12000	342	r30	357
o44	11378	9350	723	r31	743
o45	6468	7802	772	r32	786
o46	8820	9789	365	r33	376
o47	8517	11577	689	r34	702
o48	5540	9035	352	r35	364
o49	11517	10281	841	r9	864
o50	8074	10139	783	r36	789
o51	7250	10307	229	r37	242
o52	3784	11496	820	r4	830
o53	9377	8922	758	r15	767
o54	8095	10420	708	r38	738
o55	11093	9473	690	r6	697
o56	8681	10717	777	r16	821
o57	8506	9916	369	r39	384
o58	10316	10730	812	r40	836
o59	6718	11454	775	r41	787
o60	9208	8152	906	r20	926
o61	7264	8883	439	r42	460
o62	11236	9712	951	r43	959
o63	8981	10331	283	r21	297
o64	7693	5910	766	r44	796
o65	6532	8334	869	r45	885
o66	11092	9640	871	r9	884
o67	6570	7915	563	r46	582
o68	8513	10966	797	r29	812
o69	7341	8008	722	r47	727
o70	8515	11914	282	r37	303
o71	4356	7355	869	r46	884
o72	4261	4794	799	r48	819
o73	8259	11520	782	r49	797
o74	6689	8206	783	r34	823
o75	7233	5939	220	r23	260
o76	9882	10788	613	r50	638
o77	7340	7866	787	r16	822
o78	9071	10308	836	r14	866
o79	10802	9073	264	r42	274
o80	10442	10362	614	r31	635
o81	9970	5550	684	r51	711
o82	5583	8836	914	r34	924
o83	8995	8817	968	r52	998
o84	8795	10211	845	r11	886
o85	2655	9398	525	r53	546
o86	8704	10827	947	r20	967
o87	8510	10172	935	r9	939
o88	7990	4873	311	r54	352
o89	9718	10023	696	r31	706
o90	9116	7839	783	r55	798
o91	9070	8103	595	r16	605
o92	8260	11113	509	r56	524
o93	7161	9497	332	r20	357
o94	10448	10179	312	r57	337
o95	9089	11144	770	r40	792
o96	6413	9071	937	r20	943
o97	9279	10298	769	r49	784
o98	6640	9734	272	r2	300
o99	10347	6287	649	r14	679
o100	2648	3941	192	r58	226
o101	5892	7671	782	r46	796
o102	6586	11759	553	r41	573
o103	9956	10856	884	r42	899
o104	9477	11234	809	r59	829
o105	9237	10431	834	r60	845
o106	2716	6507	855	r17	876
o107	9732	9831	782	r42	813
o108	9529	9204	879	r8	897
o109	10047	4177	911	r20	926
o110	9502	11183	717	r61	751
o111	2345	7396	853	r19	873
o112	9827	11603	363	r16	378
o113	6934	5655	443	r24	463
o114	7320	6006	720	r24	745
o115	9513	6946	673	r26	702
o116	7687	9608	849	r62	869
o117	6146	9153	644	r63	655
o118	1767	9192	490	r11	510
o119	9396	10376	584	r30	599
o120	8742	10561	343	r52	373
o121	8223	12104	713	r64	724
o122	8261	11127	837	r65	848
o123	7054	9673	914	r41	928
o124	1634	9004	806	r2	816
o125	11320	9378	295	r66	320
o126	9972	6512	742	r34	778
o127	8587	8800	742	r26	774
o128	10230	3917	896	r20	911
o129	7984	8760	903	r13	916
o130	3391	9308	505	r11	535
o131	7972	8888	803	r67	842
o132	7996	11770	791	r20	811
o133	9145	9719	576	r66	611
