courier	x	y	on_time	off_time
c1	6065	8172	0	240
c2	6674	2737	15	135
c3	6617	2742	15	135
c4	9485	4308	30	270
c5	7774	4241	75	315
c6	2114	6077	105	195
c7	2112	6091	105	225
c8	8959	5542	105	285
c9	8976	5554	105	285
c10	3593	4139	135	315
c11	3544	4103	135	375
c12	7797	4201	150	270
c13	7807	6020	165	255
c14	7824	6048	165	345
c15	7816	6528	180	270
c16	3943	6447	195	375
c17	3946	6481	195	375
c18	8696	8668	210	300
c19	5633	4735	210	300
c20	8786	8723	210	330
c21	7766	4212	240	330
c22	7829	4199	270	390
c23	4288	5596	285	375
c24	4262	5594	285	405
c25	8370	6513	300	420
c26	2152	6047	300	420
c27	2139	6049	330	420
c28	2062	6071	360	480
c29	8477	2831	375	495
c30	8806	6656	390	480
c31	8558	3957	420	510
c32	8558	3914	420	540
c33	8120	6560	435	525
c34	3820	1433	435	615
c35	3818	4311	450	630
c36	3799	4310	450	630
c37	7788	6965	465	585
c38	7868	6491	465	585
c39	3946	6394	480	600
c40	8493	6608	480	600
c41	4015	6406	480	600
c42	8125	6521	495	735
c43	4291	5541	495	735
c44	8091	6547	495	735
c45	8221	5090	510	690
c46	7917	3976	510	690
c47	3862	4344	510	750
c48	8098	6605	525	705
c49	2245	6074	525	705
c50	2215	6110	525	705
c51	8126	6097	540	660
c52	3795	1451	540	660
c53	3849	4346	540	660
c54	8146	6269	540	720
c55	3566	4131	540	720
c56	4079	4117	555	735
c57	4027	4146	555	735
c58	2148	6133	570	810
c59	6784	3773	570	810
c60	7967	5040	585	705
c61	7973	5015	585	705
c62	7967	5060	585	705
c63	7935	5030	585	765
c64	7829	4240	600	780
c65	7819	4209	615	705
c66	7785	4267	615	795
c67	2096	6116	645	765
c68	9325	6172	660	750
c69	8060	6604	660	750
c70	9022	7980	705	825
c71	6663	3750	705	825
c72	7805	4250	750	840
