courier	x	y	on_time	off_time
c1	29008	16415	0	240
c2	31011	13064	0	240
c3	29076	16439	15	195
c4	27325	13830	15	195
c5	26761	13009	15	255
c6	27354	13848	15	255
c7	26696	13072	30	120
c8	29021	16402	30	120
c9	27340	13822	30	120
c10	28057	6780	30	210
c11	29054	16382	30	210
c12	29005	16395	30	210
c13	28699	15859	30	210
c14	26687	5826	30	210
c15	27345	13836	45	285
c16	26083	20742	45	285
c17	26708	5765	45	285
c18	29790	16530	45	285
c19	26685	5736	45	285
c20	27452	16237	45	285
c21	26662	5750	45	285
c22	26086	7722	45	285
c23	30337	12834	60	300
c24	30979	11850	75	315
c25	15352	41563	75	315
c26	26738	16518	75	315
c27	33996	2317	75	315
c28	28286	15439	75	315
c29	26812	19312	75	315
c30	27324	13896	75	315
c31	28236	15387	75	315
c32	30994	11772	75	315
c33	33406	2279	75	315
c34	28811	15820	90	180
c35	17265	27504	90	180
c36	26748	13040	90	180
c37	30889	10684	90	180
c38	29891	10066	90	180
c39	27984	17422	90	210
c40	28000	17392	90	270
c41	34065	2395	105	345
c42	29196	10993	105	345
c43	28071	6793	105	345
c44	29211	11011	105	345
c45	27077	14629	105	345
c46	28605	17867	120	240
c47	26929	14454	120	240
c48	30326	12768	120	240
c49	28606	17908	120	240
c50	28609	17860	120	300
c51	30357	12807	120	300
c52	26824	14572	120	300
c53	29060	15546	135	375
c54	14738	34857	135	375
c55	26800	14559	135	375
c56	31044	13221	135	375
c57	29268	11035	135	375
c58	31087	11189	135	375
c59	17674	23120	150	240
c60	28078	6732	150	240
c61	27133	16325	150	240
c62	28043	6807	150	240
c63	29544	17173	150	270
c64	29512	17103	150	270
c65	29182	10999	165	405
c66	29105	11209	165	405
c67	29022	16373	180	420
c68	27138	14665	180	420
c69	30897	10673	210	390
c70	30927	10702	210	390
c71	31464	12723	210	450
c72	26989	14472	210	450
c73	26948	14482	210	450
c74	28063	6763	210	450
c75	25984	15598	240	420
c76	26000	15623	240	420
c77	31051	11169	240	420
c78	31122	12972	255	345
c79	28064	6800	255	345
c80	27348	18276	270	360
c81	28646	11450	270	360
c82	29797	16576	270	360
c83	29745	16562	270	360
c84	33457	2273	270	360
c85	29225	16259	270	360
c86	33403	2335	270	360
c87	30940	11429	270	390
c88	29888	10040	300	540
c89	29373	9563	300	540
c90	29926	10104	300	540
c91	27311	18332	300	540
c92	29242	10967	300	540
c93	27494	18873	300	540
c94	30288	10979	300	540
c95	29253	11008	300	540
c96	31106	12919	300	540
c97	28240	21213	300	540
c98	30652	11122	300	540
c99	28578	17915	315	405
c100	28560	17925	315	435
c101	28544	17895	315	435
c102	27951	8635	315	555
c103	29176	11034	345	525
c104	27123	16283	345	525
c105	26281	17090	345	525
c106	29729	16535	360	600
c107	24357	15359	360	600
c108	29713	16560	360	600
c109	29353	17166	360	600
c110	29526	17639	360	600
c111	30133	15681	360	600
c112	29538	17785	360	600
c113	27965	17377	360	600
c114	29894	10117	360	600
c115	27065	14616	375	495
c116	28724	11364	375	495
c117	29798	16319	390	570
c118	27014	14594	390	570
c119	26945	14654	390	570
c120	26948	14661	390	570
c121	24931	17910	405	645
c122	29781	16391	405	645
c123	24894	17858	405	645
c124	13397	30758	405	645
c125	29263	16283	405	645
c126	27004	14601	405	645
c127	24855	17866	405	645
c128	29854	10086	420	660
c129	26756	14633	420	660
c130	26719	14566	420	660
