restaurant	x	y
r1	24489	13635
r2	24659	19048
r3	28079	15065
r4	28453	15713
r5	25034	18161
r6	24987	18227
r7	27468	17538
r8	27443	14645
r9	29172	14578
r10	29141	14254
r11	27093	20216
r12	28530	14519
r13	29622	15527
r14	29410	13375
r15	28949	15926
r16	26201	21903
r17	26960	21471
r18	29346	16504
r19	29189	16223
r20	27397	15601
r21	27797	19495
r22	27967	15824
r23	27349	19987
r24	27856	21038
r25	23193	21489
r26	26304	20984
r27	28691	14295
r28	27278	19986
r29	27052	15437
r30	28529	15384
r31	28074	14801
r32	28569	17952
r33	29122	17467
r34	28632	14402
r35	28948	14792
r36	29269	14880
r37	24687	15688
r38	29395	15551
r39	27440	18122
r40	29247	13403
r41	30935	522
r42	27774	15887
r43	27162	18089
r44	23001	23049
r45	25185	18023
r46	27107	21755
r47	29369	16994
r48	24998	20127
r49	28094	15008
r50	32062	5820
r51	25268	18248
r52	28472	14520
r53	29311	17100
r54	29045	16234
r55	27147	15592
r56	24090	24183
r57	22214	19023
r58	27004	18576
r59	27330	21399
r60	23059	22212
r61	24150	19367
r62	28810	15853
r63	29358	14784
r64	27960	20710
r65	21271	20655
r66	24297	11180
r67	15567	31084
r68	29517	16905
r69	28033	14777
r70	21798	19633
r71	27782	21380
r72	29291	16829
r73	29279	15474
r74	27428	18796
r75	23131	19062
r76	28740	15804
r77	32309	5840
r78	26768	15543
r79	25645	23876
r80	29341	16677
r81	24606	20619
r82	28160	13671
r83	28577	14620
r84	28146	15052
r85	27440	21498
r86	27803	20761
r87	24481	11293
r88	21466	19758
r89	26815	21491
r90	26560	21436
r91	29267	14943
r92	29145	12712
r93	12520	29464
r94	27449	19153
r95	29239	14781
r96	29234	15389
r97	18766	37016
r98	28607	11872
r99	25594	17494
r100	22060	24603
r101	24573	13624
r102	27833	20672
r103	22567	20262
r104	25814	25960
r105	28587	17607
r106	30050	16000
r107	27458	18347
r108	25719	21425
r109	29078	17165
r110	26036	23916
r111	28591	14562
r112	18289	29652
r113	28661	16243
r114	29097	16397
r115	27006	21921
r116	25401	19876
r117	26533	25898
r118	3382	32014
r119	27004	22036
r120	29666	16216
r121	27468	19800
r122	28570	17550
r123	29133	16228
r124	21071	16607
r125	25151	18156
r126	26910	14986
r127	28931	15844
r128	28015	20001
r129	25801	17423
r130	28309	17101
r131	26449	13679
r132	22227	26329
r133	27404	21484
r134	24776	17448
r135	28095	19955
r136	21770	20945
r137	28914	14103
r138	28790	15946
r139	23356	19492
r140	20950	24655
