order	x	y	placement_time	restaurant	ready_time
o1	25741	12532	18	r1	31
o2	27046	23356	28	r2	63
o3	28918	15107	31	r3	97
o4	27948	15844	33	r4	64
o5	24694	17549	37	r5	49
o6	25765	18574	59	r2	70
o7	25784	18207	60	r6	92
o8	25781	12531	61	r1	104
o9	27291	17745	69	r6	86
o10	26184	14625	74	r7	82
o11	27524	14616	75	r8	93
o12	28821	15147	79	r9	102
o13	29373	13607	79	r10	104
o14	28878	15209	80	r11	117
o15	27818	19903	80	r12	93
o16	28815	15193	81	r13	93
o17	28889	15910	81	r14	103
o18	27927	13964	82	r15	99
o19	26921	21675	83	r16	88
o20	23987	22171	83	r17	96
o21	28801	15215	83	r18	103
o22	28828	15167	86	r19	148
o23	26832	15485	88	r20	100
o24	24935	19791	89	r21	94
o25	27975	15337	90	r22	112
o26	28278	21338	91	r23	107
o27	26492	20161	91	r24	116
o28	21914	19952	93	r25	125
o29	25865	22917	94	r26	116
o30	27467	21014	95	r24	100
o31	29372	14593	95	r9	107
o32	22897	22540	95	r24	132
o33	28816	15174	95	r27	97
o34	27894	16755	97	r28	142
o35	29189	13226	99	r9	111
o36	25800	13906	101	r29	111
o37	26867	14857	102	r30	108
o38	24957	14790	102	r31	120
o39	29670	16216	103	r32	121
o40	30269	16071	103	r33	109
o41	28855	15219	106	r34	124
o42	28944	15515	106	r15	161
o43	29022	14987	107	r35	133
o44	27295	14553	109	r9	121
o45	29767	15353	110	r7	122
o46	28741	14972	110	r9	122
o47	28552	16764	112	r36	157
o48	29196	16008	113	r19	175
o49	29360	14520	114	r37	152
o50	29645	16841	115	r38	127
o51	24879	21475	117	r17	132
o52	26727	16763	118	r39	120
o53	21996	20002	119	r25	162
o54	28977	15130	119	r29	126
o55	28324	15107	120	r40	128
o56	25359	12011	120	r1	137
o57	30350	2832	123	r41	154
o58	28865	15145	124	r9	136
o59	28925	13789	124	r42	159
o60	25058	15584	125	r27	127
o61	28861	17245	125	r43	155
o62	22340	23431	127	r44	145
o63	27442	17101	127	r45	133
o64	23861	24267	130	r46	137
o65	28120	20823	131	r24	133
o66	29019	17581	131	r47	167
o67	29468	16061	131	r9	143
o68	26806	23907	132	r26	148
o69	24362	18345	133	r15	154
o70	29557	12550	133	r9	139
o71	21871	19594	135	r48	158
o72	28571	14566	136	r49	143
o73	28815	15171	138	r13	165
o74	32022	6816	139	r50	156
o75	25170	19253	139	r6	151
o76	28805	15154	139	r48	162
o77	27680	16019	140	r18	180
o78	30007	9319	140	r50	196
o79	27351	22119	142	r24	144
o80	30156	15421	142	r9	154
o81	29005	14957	144	r51	159
o82	24986	16830	145	r15	167
o83	23821	20613	145	r52	158
o84	26036	16086	145	r29	152
o85	26761	26006	146	r16	153
o86	25877	20230	147	r24	149
o87	26543	16649	147	r20	169
o88	28867	15211	148	r7	163
o89	24145	17170	148	r51	158
o90	28597	14562	149	r49	156
o91	29017	17827	149	r53	180
o92	26692	19809	150	r2	160
o93	23500	19072	150	r46	165
o94	28956	17307	151	r54	178
o95	28074	20254	153	r24	161
o96	24089	21218	153	r48	178
o97	29032	17577	155	r15	182
o98	28835	15182	155	r55	221
o99	27801	21570	157	r24	167
o100	31811	6454	157	r50	219
o101	26541	19852	158	r56	186
o102	28447	16171	160	r7	175
o103	22474	18751	161	r57	181
o104	26835	23677	164	r15	186
o105	23855	18764	166	r58	178
o106	25878	19978	168	r26	179
o107	25425	24647	169	r59	207
o108	28218	20345	172	r33	178
o109	29922	15686	172	r18	182
o110	28231	19662	173	r38	196
o111	28923	17383	173	r37	205
o112	22547	24322	174	r60	180
o113	28691	15465	177	r9	189
o114	28858	15191	178	r48	200
o115	30169	16185	179	r54	204
o116	27936	22310	179	r23	205
o117	27342	23363	181	r23	204
o118	26090	23404	181	r61	194
o119	26507	24623	182	r17	202
o120	22842	19920	182	r25	233
o121	29903	16357	184	r38	207
o122	28704	15773	184	r62	192
o123	28859	15122	187	r63	199
o124	26971	23285	187	r16	199
o125	28028	21916	188	r64	199
o126	29066	17502	189	r65	204
o127	26132	20908	191	r24	201
o128	26933	9259	191	r66	198
o129	28518	14433	196	r13	221
o130	26992	16085	197	r9	210
o131	29560	16222	197	r4	199
o132	28973	15451	198	r15	221
o133	23566	20962	198	r46	209
o134	28726	14096	199	r12	204
o135	28926	17722	200	r43	233
o136	11082	32537	202	r67	237
o137	29153	18018	204	r68	224
o138	24799	15056	206	r69	243
o139	23839	18342	206	r39	207
o140	27889	20060	208	r46	224
o141	27846	22357	208	r24	209
o142	26036	21280	209	r26	221
o143	27930	20166	209	r26	221
o144	21897	21043	211	r70	231
o145	26065	13655	212	r37	254
o146	32723	5296	212	r50	245
o147	21889	22659	214	r25	254
o148	27163	22757	214	r16	221
o149	22640	19680	216	r70	239
o150	29008	16251	218	r71	224
o151	29399	14521	218	r9	230
o152	25235	24114	221	r23	254
o153	24304	20434	222	r25	258
o154	22277	19821	222	r2	228
o155	25698	16419	222	r15	247
o156	22988	15754	223	r1	236
o157	27636	20781	226	r24	227
o158	31000	5128	227	r50	244
o159	25027	21966	228	r23	253
o160	29280	18001	229	r72	267
o161	26909	25627	231	r59	269
o162	26667	21696	234	r2	245
o163	30333	7053	237	r50	267
o164	28924	14614	237	r38	257
o165	25663	22093	238	r61	243
o166	25173	23473	239	r48	259
o167	30017	16697	239	r12	249
o168	28865	15196	240	r34	250
o169	28197	16518	242	r12	248
o170	22347	19827	242	r48	259
o171	23523	19138	243	r46	251
o172	24607	16660	244	r3	250
o173	32471	6409	244	r50	274
o174	29294	13541	245	r9	257
o175	29744	15571	245	r35	266
o176	27164	14777	249	r45	267
o177	27919	21242	251	r24	262
o178	28164	21027	254	r17	272
o179	28588	16490	256	r38	259
o180	25970	25198	256	r16	271
o181	26554	15606	257	r73	263
o182	28210	16354	258	r74	276
o183	26641	19614	259	r11	296
o184	31316	5685	260	r50	347
o185	21789	18478	260	r57	291
o186	29948	15548	261	r38	267
o187	32159	3933	263	r50	283
o188	32687	5820	263	r50	290
o189	32885	690	264	r41	285
o190	21031	20359	264	r75	295
o191	29261	16470	266	r76	284
o192	28935	15705	266	r35	269
o193	23199	18920	268	r48	286
o194	26547	15955	275	r18	290
o195	25868	19014	276	r15	301
o196	25589	2781	278	r77	291
o197	29356	15446	278	r15	296
o198	27845	14950	280	r5	285
o199	32680	5294	280	r50	310
o200	25944	22224	282	r46	287
o201	29530	16022	286	r43	293
o202	28565	17663	286	r78	296
o203	21676	23913	287	r25	319
o204	25456	16540	287	r20	289
o205	27524	23465	287	r15	312
o206	29416	13526	290	r35	292
o207	30227	16024	292	r18	329
o208	22439	20241	294	r25	330
o209	29870	16302	294	r37	324
o210	26909	26801	301	r79	328
o211	25702	23220	301	r48	319
o212	27101	24078	301	r24	314
o213	29422	13618	302	r15	327
o214	29732	15492	303	r80	309
o215	26400	24573	305	r81	336
o216	29526	12637	308	r20	309
o217	27051	13719	308	r9	341
o218	28960	15932	310	r30	313
o219	23494	19026	311	r45	336
o220	28358	16674	312	r82	340
o221	21778	23504	313	r65	330
o222	25750	23898	314	r59	334
o223	28910	13809	316	r83	322
o224	29996	16284	316	r52	328
o225	30069	3447	317	r41	369
o226	29366	16899	321	r19	383
o227	25647	15130	321	r69	358
o228	29230	14169	321	r82	464
o229	28282	21297	322	r74	352
o230	28404	15485	322	r33	329
o231	27393	16447	325	r9	337
o232	28381	16213	326	r69	363
o233	29377	12416	327	r30	329
o234	22720	19275	333	r45	351
o235	29403	14932	333	r40	336
o236	23308	24655	336	r24	338
o237	27896	12351	336	r84	337
o238	27193	22287	337	r85	349
o239	23610	21527	338	r25	359
o240	28203	21130	339	r74	364
o241	25004	24389	342	r24	344
o242	21894	18672	342	r24	345
o243	30038	16468	345	r11	382
o244	27952	19893	346	r64	369
o245	22238	20701	346	r61	364
o246	30141	16423	346	r7	364
o247	21713	20708	346	r75	379
o248	29217	15807	349	r11	386
o249	24062	16725	349	r75	385
o250	25653	22286	358	r64	371
o251	28384	19321	358	r86	369
o252	25678	18930	360	r61	385
o253	22455	11897	361	r87	394
o254	26112	15042	361	r82	456
o255	32318	5809	362	r50	370
o256	20418	18973	363	r88	388
o257	28003	14293	363	r3	365
o258	29118	17160	364	r30	365
o259	25829	16710	366	r89	369
o260	32843	5263	368	r77	383
o261	26518	20825	368	r86	394
o262	23756	19361	369	r25	389
o263	29223	13092	369	r10	375
o264	25620	16363	373	r15	398
o265	28025	14452	374	r10	386
o266	24012	17999	375	r52	391
o267	26785	27075	378	r59	403
o268	25491	9527	380	r77	402
o269	27812	14474	380	r49	388
o270	27026	13987	383	r78	411
o271	29307	14967	383	r36	416
o272	23672	11666	386	r1	392
o273	25066	19767	386	r25	419
o274	23313	18602	386	r25	429
o275	28947	16466	388	r82	394
o276	27916	22345	393	r21	406
o277	28759	15815	395	r14	421
o278	28685	17297	400	r72	415
o279	29762	15365	403	r9	423
o280	27311	23557	407	r90	432
o281	28224	19931	412	r86	418
o282	28704	13525	412	r91	419
o283	27065	15281	415	r92	475
o284	23598	17136	420	r57	435
o285	24444	14870	421	r87	472
o286	28961	17575	423	r86	435
o287	32267	5446	423	r50	434
o288	21361	21757	424	r25	451
o289	23375	18660	424	r70	449
o290	10584	30635	425	r93	427
o291	27237	15233	430	r69	467
o292	29715	9520	431	r41	447
o293	28273	16018	432	r21	447
o294	27485	18777	437	r94	459
o295	28793	14874	438	r95	450
o296	26761	16219	440	r9	458
o297	24311	19360	442	r25	470
o298	27090	24906	442	r23	454
o299	22154	20007	444	r57	462
o300	28729	14072	446	r6	466
o301	28473	16148	446	r96	464
o302	22490	19266	447	r25	493
o303	21372	23054	451	r60	463
o304	26698	21111	452	r94	500
o305	19451	31451	454	r97	472
o306	29276	14908	457	r98	469
o307	28433	15064	458	r71	465
o308	22519	17591	459	r57	482
o309	25780	23961	459	r16	477
o310	30309	16087	461	r99	476
o311	24055	16677	461	r51	492
o312	27835	16710	462	r21	468
o313	27812	22408	462	r89	469
o314	21748	18454	463	r100	465
o315	22508	15162	465	r20	470
o316	23122	19523	465	r69	502
o317	28810	15026	465	r9	490
o318	24236	14188	465	r101	492
o319	26321	22498	465	r17	487
o320	23752	17036	465	r99	502
o321	24353	21384	466	r102	469
o322	29392	15420	468	r7	485
o323	27318	12668	468	r9	503
o324	26227	10757	468	r34	493
o325	27031	18756	469	r43	487
o326	26860	25987	470	r59	501
o327	32761	2611	471	r50	477
o328	27812	19573	471	r21	472
o329	21092	22139	473	r25	508
o330	25695	16445	474	r69	511
o331	22689	20307	475	r103	488
o332	29938	15705	475	r20	478
o333	29283	15931	476	r18	507
o334	27407	23122	476	r16	492
o335	26712	12143	476	r101	498
o336	25132	29081	477	r104	502
o337	25664	23783	477	r16	492
o338	27984	3418	478	r50	493
o339	24319	18112	478	r46	486
