restaurant	x	y
r1	4932	6257
r2	10067	8379
r3	8778	8678
r4	9860	9158
r5	6601	6930
r6	955	7435
r7	10979	8708
r8	10190	8476
r9	9096	6502
r10	9275	7608
r11	8782	3976
r12	8172	6149
r13	5757	8120
r14	9733	8828
r15	10434	6988
r16	10851	6122
r17	9521	6927
r18	8681	6551
r19	11735	3824
r20	5013	6313
r21	7934	7195
r22	9510	5035
r23	10278	9290
r24	8070	9983
r25	10115	9847
r26	9535	6087
r27	8767	6315
r28	7751	8586
r29	10190	9839
r30	5288	8088
r31	8856	4913
r32	10366	6951
r33	5170	8153
r34	9406	8793
r35	4949	8308
r36	3264	7995
r37	10186	9846
r38	4796	3561
r39	9023	5986
r40	9682	10802
r41	8873	9103
r42	6590	6953
r43	8826	8932
r44	9017	5517
r45	7811	8557
r46	9062	8694
r47	10425	8467
r48	7575	5737
r49	8086	10001
r50	9097	3456
r51	9779	9626
r52	9424	11125
r53	7020	8895
r54	6943	10269
r55	10135	9771
r56	3806	6163
r57	9022	8967
r58	10242	9648
r59	8761	6036
r60	9604	10342
r61	8434	6321
r62	6498	6845
r63	8814	9089
r64	3870	8064
r65	4781	6073
r66	8649	6322
r67	10053	9613
r68	8863	9117
r69	3235	8216
r70	7930	8664
r71	8739	9509
r72	3809	5156
r73	7665	6153
r74	4860	8311
r75	9370	8464
