courier	x	y	on_time	off_time
c1	10743	24	0	180
c2	10744	26	0	180
c3	10704	0	0	180
c4	3397	8907	180	300
c5	2665	7332	180	300
c6	3439	8945	180	300
c7	2661	7328	180	300
c8	10162	9581	180	300
c9	8016	2068	180	300
c10	10802	9014	210	300
c11	10215	7338	230	300
c12	8400	2288	240	300
c13	388	3787	240	420
c14	10497	1245	300	350
c15	5608	4897	300	420
c16	10232	2364	300	480
c17	10417	8470	300	480
c18	2629	2749	300	480
c19	10305	9109	300	480
c20	3631	11505	300	480
c21	3175	3757	300	480
c22	10022	723	300	480
c23	6306	11756	300	480
c24	10545	7664	300	480
c25	14163	1921	300	480
c26	10959	10817	300	480
c27	7378	13922	300	480
c28	3627	2202	300	480
c29	1510	8617	300	480
c30	10876	10817	300	480
c31	11814	10911	300	480
c32	10058	3329	300	480
c33	2634	2773	300	480
c34	8570	9214	300	480
c35	6353	1633	330	450
c36	2105	3199	350	480
c37	13202	7874	360	480
c38	13185	5918	480	560
c39	12670	4750	480	600
c40	10549	6113	480	660
c41	9028	5715	480	660
c42	9070	5687	480	660
c43	12815	6027	480	660
c44	8635	3420	480	660
c45	6029	12747	480	660
c46	6070	3330	480	660
c47	8941	12755	480	660
c48	12951	3027	480	660
c49	14467	5109	480	660
c50	5226	8783	480	660
c51	8914	1209	480	660
c52	2627	8544	480	660
c53	4459	10907	480	660
c54	4215	6367	480	660
c55	9031	5669	480	660
c56	5783	8664	480	660
c57	12005	1091	480	700
c58	11100	7202	590	660
c59	2498	6054	660	840
c60	2504	10703	660	840
c61	9807	1172	660	840
c62	3052	7091	660	840
c63	13025	8522	660	840
c64	4240	8673	660	840
c65	8492	3875	660	840
c66	2458	6069	660	840
c67	12461	7241	660	840
c68	10593	3586	660	840
c69	4257	8702	660	840
c70	11322	12918	660	840
c71	6795	5371	660	840
c72	7380	5340	660	878
c73	2572	2486	660	900
c74	8922	8980	660	900
c75	2630	2539	660	900
c76	1870	5399	660	900
c77	9736	1255	660	900
c78	11986	11209	660	900
c79	9747	1274	660	900
c80	1895	5422	660	900
c81	13723	1913	660	900
c82	4482	1135	660	900
c83	0	7733	680	900
c84	6684	1347	690	840
c85	3971	13083	720	840
c86	12691	8946	720	840
c87	3992	13076	720	840
c88	14545	4230	720	900
c89	8257	590	720	900
c90	3207	3392	720	900
c91	994	10927	720	900
c92	3163	3401	720	900
c93	3195	3385	720	900
c94	14594	4210	720	900
c95	4351	5434	720	900
c96	12319	408	720	900
c97	5470	3988	720	900
c98	4190	11998	780	900
c99	1160	10238	840	915
c100	8076	6734	840	960
c101	341	8798	840	960
c102	3990	10871	840	960
c103	8099	6648	840	960
c104	8097	6726	840	960
c105	316	8799	840	960
c106	4020	10805	840	960
c107	10652	6828	840	960
c108	1936	4911	840	960
c109	5244	8036	840	1020
c110	5592	1943	840	1020
c111	5620	1908	840	1020
c112	12383	7323	900	920
c113	7647	8376	900	970
c114	11253	3632	900	1020
c115	6325	10098	900	1020
c116	9319	11243	900	1020
c117	13013	2108	900	1020
c118	12745	4897	900	1020
c119	9817	13391	900	1020
c120	13219	6630	900	1020
c121	9833	12214	900	1050
c122	10324	2634	900	1050
c123	5122	11738	900	1050
c124	7114	5540	900	1065
