restaurant	x	y
r1	10839	10057
r2	9470	8893
r3	8036	8398
r4	8820	12198
r5	10586	7733
r6	10351	9747
r7	8963	9924
r8	9199	7763
r9	7156	11523
r10	9285	9487
r11	9069	6980
r12	11076	9923
r13	9297	9908
r14	9474	7643
r15	8892	7649
r16	8961	10410
r17	7808	7134
r18	10088	11373
r19	5259	9446
r20	9832	10076
r21	5065	7497
r22	5130	9586
r23	10191	11264
r24	9168	9964
r25	7498	11411
r26	7877	9666
r27	10390	10490
r28	8973	10066
r29	9534	10014
r30	9636	7360
r31	8952	6252
r32	8856	7791
r33	8094	9887
r34	8949	6678
r35	7741	7021
r36	9106	6810
r37	9444	9885
r38	8103	8350
r39	4670	7529
r40	4739	9574
r41	9721	11620
r42	9337	8468
r43	5452	9403
r44	9828	12128
r45	7296	11447
r46	8208	11272
r47	3907	7461
r48	8046	11249
r49	9628	9807
r50	7790	9887
r51	7090	11508
r52	5643	3100
r53	9941	6562
r54	5146	7560
r55	8980	10406
r56	10274	11247
r57	9150	6120
r58	6235	8119
r59	10005	11365
r60	9452	12389
r61	8924	10312
r62	8888	6617
r63	9458	9718
r64	3715	7372
r65	5176	9594
r66	8768	7566
r67	3126	9272
r68	9179	12247
r69	10414	3731
r70	10143	10888
r71	8807	7469
r72	9073	7433
r73	9683	9014
r74	8549	7627
r75	10446	10956
r76	8970	5418
r77	9993	9882
r78	8908	12200
r79	8832	10746
r80	6557	8175
