courier	x	y	on_time	off_time
c1	3993	1619	0	180
c2	4969	3145	0	180
c3	10252	85	0	180
c4	14061	4138	180	300
c5	13297	998	180	300
c6	8414	9833	210	300
c7	10712	13878	210	300
c8	5760	12879	210	300
c9	7823	11173	210	300
c10	11151	8423	210	300
c11	1891	12027	240	420
c12	9545	9564	240	420
c13	1857	12092	240	420
c14	6519	4377	270	450
c15	6508	4428	270	450
c16	4059	8899	300	480
c17	11645	8784	300	480
c18	4345	8878	300	480
c19	1201	4101	300	480
c20	8358	11632	300	480
c21	2922	6679	300	480
c22	0	11076	300	480
c23	14	11052	300	480
c24	8498	2696	300	480
c25	2957	6720	300	480
c26	30	11127	300	480
c27	4338	8874	300	480
c28	12695	9465	300	480
c29	12753	5977	300	480
c30	7204	13721	300	480
c31	11189	9126	300	480
c32	13951	2613	300	480
c33	11159	9139	300	480
c34	7376	7943	300	480
c35	10732	9710	330	450
c36	7787	4431	390	450
c37	9899	10704	420	480
c38	5239	12839	480	660
c39	1595	7953	480	660
c40	6580	2591	480	660
c41	10276	11687	480	660
c42	2526	9143	480	660
c43	9070	10797	480	660
c44	2633	12202	480	660
c45	2504	9092	480	660
c46	818	5226	480	660
c47	9947	5244	480	660
c48	41	9384	480	660
c49	13563	6770	480	660
c50	8209	5919	480	660
c51	787	5242	480	660
c52	95	9378	480	660
c53	7732	10157	660	840
c54	6086	6082	660	840
c55	2471	6489	660	840
c56	11720	13011	660	840
c57	11716	13033	660	840
c58	7177	14127	660	840
c59	7085	6043	660	840
c60	3035	9208	660	840
c61	2737	7145	660	840
c62	3663	4806	660	840
c63	11688	12977	660	840
c64	3522	3031	660	840
c65	2434	6477	660	840
c66	11657	13142	660	840
c67	4993	6498	660	840
c68	7361	3492	660	900
c69	10864	4880	660	900
c70	7356	7989	660	900
c71	12069	8046	660	900
c72	8588	12667	660	900
c73	12271	7266	660	900
c74	1064	6534	660	900
c75	12274	7246	660	900
c76	12311	7236	660	900
c77	5454	3753	720	840
c78	60	8920	720	840
c79	8062	4955	720	900
c80	6666	8674	720	900
c81	3083	4133	720	900
c82	3090	4181	720	900
c83	3053	4119	720	900
c84	7934	9840	720	900
c85	3106	4111	720	900
c86	6712	8675	720	900
c87	11526	9194	840	900
c88	10105	816	840	960
c89	6003	6933	840	960
c90	9408	7976	840	960
c91	10156	3884	840	960
c92	10164	1516	840	960
c93	9424	7944	840	960
c94	2893	11781	840	1035
c95	4723	3410	900	1020
c96	4748	3411	900	1020
c97	10247	0	900	1020
c98	1736	9764	900	1020
c99	4711	3454	900	1020
c100	7585	2244	900	1020
c101	8580	5315	900	1050
c102	12582	11196	900	1050
c103	13044	7168	900	1076
