order	x	y	placement_time	restaurant	ready_time
o1	24391	21298	583	r1	624
o2	20233	17366	306	r2	313
o3	22953	16687	539	r3	562
o4	23158	19388	537	r4	555
o5	23117	19586	540	r5	548
o6	25180	13814	142	r6	155
o7	25856	10741	566	r7	588
o8	26496	15927	544	r8	551
o9	18030	21397	630	r9	675
o10	23659	22872	461	r10	477
o11	21195	17003	510	r2	515
o12	22366	17496	627	r11	652
o13	23552	24782	487	r12	490
o14	25089	14967	80	r13	82
o15	25254	14783	106	r14	122
o16	25194	13685	301	r15	307
o17	25392	17745	189	r16	209
o18	22162	17211	175	r3	192
o19	20753	16218	644	r17	651
o20	22382	17585	679	r2	690
o21	20315	19090	756	r3	763
o22	21824	24193	471	r18	502
o23	18711	20893	367	r19	392
o24	23566	16229	310	r20	322
o25	28381	3707	248	r21	268
o26	18156	20665	199	r22	236
o27	20473	13694	648	r23	658
o28	22678	11953	752	r24	783
o29	23109	16668	471	r25	474
o30	24156	14504	619	r26	657
o31	16753	19645	569	r27	606
o32	25563	14728	442	r28	454
o33	24950	18400	629	r29	646
o34	22548	10532	453	r30	478
o35	27264	5256	571	r31	586
o36	23608	24188	504	r32	526
o37	25526	11817	512	r33	537
o38	25169	15727	630	r34	643
o39	18794	17079	604	r35	637
o40	21528	17275	622	r36	658
o41	23970	22860	291	r37	297
o42	22877	21498	658	r38	694
o43	22063	21922	515	r39	561
o44	28892	5152	197	r21	230
o45	23121	20298	547	r38	578
o46	24688	17839	493	r40	526
o47	22860	20792	604	r41	632
o48	23924	12201	527	r42	528
o49	20261	21043	138	r43	163
o50	23810	23490	502	r44	510
o51	25265	17406	140	r23	167
o52	18524	20056	727	r45	738
o53	24291	15358	134	r46	139
o54	22119	24803	426	r47	463
o55	24088	14382	742	r3	758
o56	26174	16057	566	r23	602
o57	23784	15596	626	r2	641
o58	21381	18612	523	r48	548
o59	21805	22296	702	r49	713
o60	25163	13591	498	r50	539
o61	25486	17433	479	r20	491
o62	25541	14652	478	r51	534
o63	21184	18348	579	r52	585
o64	24224	21851	595	r53	617
o65	21148	17416	519	r11	550
o66	24994	16781	464	r1	500
o67	23596	14229	520	r54	538
o68	25719	12933	568	r55	578
o69	24253	19475	631	r1	644
o70	22548	21757	572	r10	590
o71	21902	19762	207	r39	217
o72	23652	14685	579	r2	586
