courier	x	y	on_time	off_time
c1	18134	20781	0	120
c2	18149	20768	0	120
c3	15419	16674	0	180
c4	16557	12424	15	255
c5	13374	23078	15	255
c6	12182	20946	15	255
c7	18159	20764	15	255
c8	19642	13480	15	255
c9	16561	12456	15	255
c10	14651	16991	30	210
c11	14961	19093	30	210
c12	15519	17457	30	210
c13	18941	17544	30	210
c14	2993	29499	30	210
c15	20103	16375	30	210
c16	20097	16369	45	165
c17	20070	16378	45	165
c18	17349	19494	45	225
c19	14635	19250	45	225
c20	17355	19507	45	225
c21	14573	19201	45	285
c22	18099	20773	60	240
c23	15371	16670	60	240
c24	16683	21021	60	300
c25	18913	16405	75	165
c26	20114	16369	75	165
c27	13421	19071	75	165
c28	15379	16667	75	315
c29	16611	21047	75	315
c30	15420	18105	90	270
c31	18572	13734	90	270
c32	17678	20078	90	270
c33	15377	22953	90	270
c34	15989	23932	90	270
c35	15345	16671	90	270
c36	17445	20301	90	270
c37	18440	19871	90	270
c38	15407	22902	90	270
c39	15462	22945	90	330
c40	17681	20007	90	330
c41	18455	19894	90	330
c42	18375	19994	90	330
c43	20060	16405	105	285
c44	15465	22944	105	285
c45	18407	20043	105	285
c46	17158	12423	105	285
c47	19001	16391	105	285
c48	18916	16467	105	345
c49	18910	16420	105	345
c50	18463	20019	105	345
c51	20043	16417	105	345
c52	20068	16426	105	345
c53	17639	20048	120	300
c54	15366	18121	120	300
c55	18503	19895	120	360
c56	15453	22873	120	360
c57	15993	23953	120	360
c58	18516	19918	120	360
c59	15465	22886	120	360
c60	19541	14328	120	360
c61	15576	18284	120	360
c62	15429	22877	135	375
c63	20130	16401	135	375
c64	17210	21487	135	375
c65	17686	19983	135	375
c66	15405	22885	150	390
c67	19987	15506	150	390
c68	18141	20775	150	390
c69	18106	20811	150	390
c70	17394	20949	150	390
c71	15013	19180	180	420
c72	18292	20750	195	315
c73	18276	20729	195	315
c74	21270	609	210	390
c75	15355	16623	225	345
c76	14628	19239	225	345
c77	18411	20020	240	480
c78	18389	20060	240	480
c79	19468	14261	255	435
c80	20135	16394	255	435
c81	17275	21550	255	435
c82	18175	20731	255	495
c83	18940	16416	255	495
c84	20073	16436	285	465
c85	17271	21496	285	465
c86	13450	22235	300	390
c87	19002	16422	300	540
c88	17370	20910	315	405
c89	17303	21500	315	405
c90	19689	14841	315	405
c91	15390	18083	315	555
c92	15392	18167	315	555
c93	17187	21578	330	450
c94	19455	16481	330	510
c95	19481	16474	330	510
c96	19316	15909	330	510
c97	18740	17125	330	510
c98	19650	16921	330	510
c99	19727	16917	330	510
c100	15390	18143	330	510
c101	18930	14617	345	585
c102	18946	17557	345	585
c103	15597	18059	360	540
c104	19789	16571	360	540
c105	19718	16532	360	540
c106	18989	16411	375	615
c107	17697	20064	375	615
c108	15574	18239	390	570
c109	19487	14278	390	570
c110	19516	14319	390	570
c111	15627	18103	390	570
c112	18942	17940	390	570
c113	17366	19476	405	645
c114	15625	18327	405	645
c115	16108	24755	420	600
c116	19300	15905	435	615
c117	14895	11350	450	630
c118	18400	20045	450	630
c119	19682	16831	450	630
c120	14766	24285	450	630
c121	17214	21521	450	630
c122	15414	18168	450	690
c123	19248	15932	450	690
c124	17481	18149	465	645
c125	18169	20936	465	645
c126	15434	18142	465	705
c127	19834	16221	465	705
c128	19728	16528	465	705
c129	19437	16330	465	705
c130	19830	16160	465	705
c131	15447	18108	465	705
c132	19613	14958	465	705
c133	18154	20734	480	660
c134	18164	20818	480	660
c135	17825	18411	480	660
c136	17167	12415	480	660
c137	15392	22911	495	675
c138	14948	20659	495	675
c139	14937	20705	495	675
c140	17121	12468	495	675
c141	15603	18090	495	675
c142	19725	16523	495	675
c143	19766	16540	495	735
c144	17179	12380	495	735
c145	18149	20790	495	735
c146	15421	22862	495	735
c147	16076	21520	510	600
c148	15795	19927	510	690
c149	13416	19055	510	690
c150	17874	18378	510	690
c151	18107	20754	510	690
c152	19250	14171	525	765
c153	18119	20758	525	765
c154	19667	17038	525	765
c155	18113	20748	525	765
c156	13476	19097	525	765
c157	13432	19069	525	765
c158	18436	20074	540	720
c159	19665	14965	540	720
c160	2905	29544	540	720
c161	17837	14684	540	720
c162	17164	21582	540	720
c163	16511	19868	555	735
c164	16539	21958	555	735
c165	18091	19537	555	735
c166	15614	18305	555	735
c167	18195	21108	570	750
c168	15125	23150	570	750
c169	18426	20050	570	750
c170	19287	16085	570	810
c171	19310	16123	570	810
c172	15438	18141	600	720
c173	17157	21571	600	780
c174	15385	22871	600	780
c175	19594	14963	615	795
c176	18167	21119	615	795
c177	15445	22918	630	810
c178	15335	16607	645	825
c179	12936	20329	690	810
c180	12950	20312	690	810
