order	x	y	placement_time	restaurant	ready_time
o1	7157	6872	357	r1	380
o2	9026	10194	278	r2	305
o3	11544	8564	335	r3	351
o4	6649	8848	739	r4	747
o5	6966	12026	785	r5	816
o6	7964	9093	800	r3	825
o7	8344	10417	339	r6	354
o8	3685	9880	655	r7	667
o9	11544	10309	705	r8	730
o10	6689	9144	790	r9	810
o11	1330	4524	285	r10	338
o12	8020	9862	638	r11	706
o13	9290	10989	813	r12	819
o14	9332	9080	874	r13	905
o15	1292	8862	603	r11	628
o16	7476	6906	529	r14	566
o17	9637	7767	585	r15	610
o18	7656	9431	476	r16	488
o19	8740	10406	621	r9	652
o20	7033	9023	639	r16	651
o21	2406	9057	636	r17	644
o22	7642	12059	677	r18	689
o23	6861	6761	731	r19	743
o24	6232	7659	642	r20	653
o25	10463	10232	882	r6	904
o26	9304	9990	386	r21	393
o27	9833	9435	772	r22	809
o28	10233	9442	535	r2	547
o29	6285	8050	408	r2	416
o30	8877	7502	544	r16	556
o31	8619	9624	261	r23	338
o32	8113	6608	721	r24	743
o33	7674	11028	835	r25	872
o34	9812	10959	689	r26	722
o35	9319	11243	675	r27	708
o36	9521	9177	309	r28	322
o37	8607	7022	491	r3	499
o38	9537	5820	762	r20	789
o39	9819	10633	874	r6	885
o40	10310	10836	814	r29	832
o41	6350	8811	328	r14	365
o42	10828	11253	931	r9	949
o43	8613	12000	342	r30	360
o44	11378	9350	723	r31	748
o45	6468	7802	772	r32	789
o46	8820	9789	365	r33	378
o47	8517	11577	689	r34	705
o48	5540	9035	352	r35	367
o49	11517	10281	841	r9	869
o50	8074	10139	783	r36	790
o51	7250	10307	229	r37	245
o52	3784	11496	820	r4	832
o53	9377	8922	758	r15	769
o54	8095	10420	708	r38	745
o55	11093	9473	690	r6	698
o56	8681	10717	777	r16	832
o57	8506	9916	369	r39	387
o58	10316	10730	812	r40	842
o59	6718	11454	775	r41	790
o60	9208	8152	906	r20	931
o61	7264	8883	439	r42	465
o62	11236	9712	951	r43	961
o63	8981	10331	283	r21	300
o64	7693	5910	766	r44	803
o65	6532	8334	869	r45	889
o66	11092	9640	871	r9	887
o67	6570	7915	563	r46	586
o68	8513	10966	797	r29	815
o69	7341	8008	722	r47	728
o70	8515	11914	282	r37	308
o71	4356	7355	869	r46	887
o72	4261	4794	799	r48	824
o73	8259	11520	782	r49	800
o74	6689	8206	783	r34	833
o75	7233	5939	220	r23	270
o76	9882	10788	613	r50	644
o77	7340	7866	787	r16	830
o78	9071	10308	836	r14	873
o79	10802	9073	264	r42	276
o80	10442	10362	614	r31	640
o81	9970	5550	684	r51	717
o82	5583	8836	914	r34	926
o83	8995	8817	968	r52	1005
o84	8795	10211	845	r11	896
o85	2655	9398	525	r53	551
o86	8704	10827	947	r20	972
o87	8510	10172	935	r9	940
o88	7990	4873	311	r54	362
o89	9718	10023	696	r31	708
o90	9116	7839	783	r55	801
o91	9070	8103	595	r16	607
o92	8260	11113	509	r56	527
o93	7161	9497	332	r20	363
o94	10448	10179	312	r57	343
o95	9089	11144	770	r40	797
o96	6413	9071	937	r20	944
o97	9279	10298	769	r49	787
o98	6640	9734	272	r2	307
o99	10347	6287	649	r14	686
o100	2648	3941	192	r58	234
o101	5892	7671	782	r46	799
o102	6586	11759	553	r41	578
o103	9956	10856	884	r42	902
o104	9477	11234	809	r59	834
o105	9237	10431	834	r60	847
o106	2716	6507	855	r17	881
o107	9732	9831	782	r42	820
o108	9529	9204	879	r8	901
o109	10047	4177	911	r20	929
o110	9502	11183	717	r61	759
o111	2345	7396	853	r19	878
o112	9827	11603	363	r16	381
o113	6934	5655	443	r24	468
o114	7320	6006	720	r24	751
o115	9513	6946	673	r26	709
o116	7687	9608	849	r62	874
o117	6146	9153	644	r63	657
o118	1767	9192	490	r11	515
o119	9396	10376	584	r30	602
o120	8742	10561	343	r52	380
o121	8223	12104	713	r64	726
o122	8261	11127	837	r65	850
o123	7054	9673	914	r41	931
o124	1634	9004	806	r2	818
o125	11320	9378	295	r66	326
o126	9972	6512	742	r34	787
o127	8587	8800	742	r26	782
o128	10230	3917	896	r20	914
o129	7984	8760	903	r13	919
o130	3391	9308	505	r11	542
o131	7972	8888	803	r67	851
o132	7996	11770	791	r20	816
o133	9145	9719	576	r66	619
o134	4649	5968	805	r68	826
o135	10559	10053	547	r69	548
o136	9213	10196	333	r39	369
o137	6881	8209	357	r35	369
o138	1020	8862	811	r70	846
o139	9582	10544	539	r20	575
o140	9268	6135	449	r42	477
o141	9182	9140	400	r16	412
o142	7853	7457	717	r6	725
o143	4492	9529	859	r71	892
o144	8266	5861	653	r16	665
o145	8208	9001	850	r72	882
o146	6646	7222	758	r71	776
o147	8667	10374	939	r20	961
o148	8884	9863	612	r16	624
o149	9314	10303	533	r41	551
o150	11256	9424	780	r73	807
o151	4198	9694	837	r11	898
o152	8298	11252	856	r3	889
o153	8436	6674	376	r47	381
o154	8753	9033	864	r40	889
o155	11533	10298	417	r27	460
o156	5899	10106	985	r20	998
o157	8815	6559	492	r74	517
o158	9732	12426	731	r9	763
o159	8395	10158	347	r75	358
o160	10321	10477	442	r40	455
o161	11139	10103	590	r47	593
o162	5526	9678	751	r76	763
o163	7058	6838	847	r32	865
o164	4225	5148	396	r77	409
o165	9841	12203	478	r39	496
o166	7485	6860	871	r24	886
o167	9489	9474	822	r9	857
o168	10495	10251	451	r20	482
o169	5932	7739	831	r44	862
o170	1212	7083	336	r11	379
o171	6586	11377	725	r45	762
o172	9810	11635	450	r78	471
o173	3697	9737	822	r6	833
o174	3503	9505	731	r41	748
o175	9137	8926	513	r79	531
o176	6200	8995	595	r80	632
o177	9212	10882	478	r9	503
o178	11527	10050	418	r81	441
o179	7473	6265	805	r82	811
o180	9048	10375	846	r60	882
o181	9265	6035	289	r55	300
o182	9742	11027	692	r9	714
o183	8990	10085	760	r76	765
o184	1396	6401	330	r83	336
o185	7705	10806	806	r84	832
o186	9060	9021	782	r43	787
o187	9710	10296	954	r20	970
o188	7257	3737	941	r24	951
o189	2473	7499	574	r11	611
o190	8271	11175	866	r85	903
o191	10555	4238	465	r86	490
o192	6783	11255	576	r86	618
o193	8584	11520	612	r9	637
o194	7539	7673	876	r44	897
o195	7025	9616	671	r45	696
o196	8002	11235	818	r47	820
o197	12213	4651	783	r81	800
o198	7923	9636	654	r16	666
o199	2527	9215	608	r11	639
o200	10144	6107	855	r3	890
o201	6262	6281	504	r68	531
o202	8786	12299	392	r87	467
o203	7261	11507	784	r20	809
o204	7937	10895	624	r2	630
o205	5269	9818	573	r88	586
o206	9423	10512	530	r81	560
o207	6313	9636	735	r13	742
o208	9032	11486	191	r89	209
o209	2952	9146	430	r7	446
o210	3981	7674	403	r32	428
o211	11003	8877	449	r21	461
o212	7813	8051	798	r20	851
o213	6848	6433	882	r24	888
o214	7613	11057	821	r71	839
o215	9270	10341	788	r9	819
o216	8724	7455	839	r90	885
o217	7598	9997	606	r9	631
o218	8913	9785	561	r61	581
o219	9486	10381	780	r30	798
o220	8627	7523	402	r41	420
o221	9496	10683	393	r16	405
o222	9635	4075	677	r2	689
o223	8088	8284	707	r76	712
o224	10785	7070	773	r47	775
o225	1899	8520	870	r45	890
o226	1838	7642	609	r91	646
o227	9553	9267	386	r64	407
o228	7280	8950	339	r52	376
o229	7345	10392	111	r92	121
o230	6944	11207	723	r44	748
o231	4093	8694	456	r91	481
o232	9676	7282	748	r61	783
o233	8487	10558	810	r25	847
o234	9803	5888	846	r93	861
o235	8519	8088	217	r94	223
o236	9671	8906	792	r95	823
o237	7358	11835	771	r14	808
o238	8417	11777	294	r94	304
o239	7452	8835	261	r23	311
o240	7470	7471	301	r96	346
o241	11645	9938	321	r15	329
o242	9503	12085	631	r92	648
o243	9336	10013	361	r97	373
o244	11034	7552	393	r20	425
o245	4592	9568	731	r98	758
o246	7330	8070	816	r68	828
o247	7953	11222	605	r20	645
o248	11223	8681	804	r55	815
o249	6090	8705	340	r99	377
o250	8510	8922	817	r43	823
o251	7377	11884	798	r60	808
o252	9054	9117	399	r100	405
o253	10914	10099	753	r2	771
o254	6889	6515	801	r99	816
o255	5497	9277	764	r11	795
o256	3816	9650	519	r79	537
o257	3696	3542	339	r10	370
o258	9466	11265	826	r65	838
o259	9205	10621	611	r101	642
o260	9718	10054	816	r9	841
o261	9311	4863	843	r15	865
o262	8255	3814	508	r35	520
o263	6585	7226	766	r71	778
o264	5137	8857	797	r45	828
o265	9328	11182	365	r6	377
o266	1845	7504	273	r98	304
o267	3255	8797	680	r45	711
o268	7432	8493	290	r23	365
o269	6351	9044	531	r2	543
o270	6376	10416	406	r102	427
o271	8640	8845	534	r103	546
o272	8759	11717	602	r2	620
o273	3831	8592	237	r37	249
o274	2455	9001	444	r19	481
o275	5142	7033	788	r32	800
o276	6738	8906	753	r68	778
o277	7339	9216	752	r17	772
o278	6928	11954	927	r43	933
o279	8918	11222	646	r104	651
o280	8024	10362	782	r53	793
o281	9193	11596	903	r104	905
o282	2853	8877	669	r45	694
o283	9857	6928	882	r99	904
o284	11589	8302	911	r60	917
o285	10452	9513	829	r3	869
o286	8380	4969	689	r24	706
o287	10010	9618	676	r22	713
o288	11157	10904	703	r2	714
o289	9200	10280	548	r105	585
o290	9285	6269	881	r82	912
o291	6952	9411	710	r26	730
o292	3548	9273	472	r78	488
o293	7507	9166	798	r15	828
o294	5703	9857	885	r20	906
o295	3478	9336	942	r92	959
o296	7759	8740	421	r63	442
o297	9170	8543	410	r106	417
o298	7940	9896	777	r32	804
o299	7979	8412	722	r40	768
o300	3959	6422	217	r98	229
o301	7188	8383	814	r45	839
o302	7490	6239	689	r24	720
o303	9366	9065	925	r9	951
o304	9941	9475	378	r21	394
o305	9859	10266	262	r21	278
o306	6805	9368	761	r107	776
o307	9673	10970	667	r40	692
o308	7963	9528	740	r72	775
o309	8289	9247	787	r16	812
