courier	x	y	on_time	off_time
c1	28811	23210	69	169
c2	22280	23161	69	189
c3	25896	18838	69	249
c4	26587	23321	69	249
c5	20842	8864	69	249
c6	24134	15378	69	249
c7	24163	15332	69	249
c8	25916	18837	69	249
c9	29439	21784	69	249
c10	29295	10738	69	249
c11	23356	18929	69	249
c12	23836	9102	69	249
c13	23318	18928	69	249
c14	26577	19469	69	249
c15	20776	7465	69	249
c16	20583	21318	69	249
c17	26592	23333	69	249
c18	22567	16271	69	249
c19	25853	18829	69	249
c20	26077	19716	69	249
c21	23788	9097	69	249
c22	29483	21820	69	249
c23	21329	18812	69	249
c24	23675	18744	69	249
c25	31800	11116	69	249
c26	20906	8852	69	249
c27	23020	22142	69	249
c28	24183	15313	69	249
c29	23670	18744	69	249
c30	20540	21386	69	249
c31	26708	16794	69	249
c32	26128	21121	69	249
c33	23294	18861	69	249
c34	26657	16882	69	249
c35	26564	23286	69	249
c36	34798	1568	69	309
c37	32534	6228	69	309
c38	28942	486	69	309
c39	32589	6171	69	309
c40	31299	8958	69	309
c41	28955	436	69	309
c42	32520	6221	69	309
c43	26122	1358	69	309
c44	28920	488	69	309
c45	24453	11207	99	279
c46	20430	12273	99	309
c47	28187	10822	129	257
c48	30106	19183	129	264
c49	21118	19003	129	279
c50	24710	20752	129	309
c51	20560	13372	129	309
c52	25443	8241	129	309
c53	21260	14645	129	309
c54	8833	27084	129	309
c55	20520	13412	129	309
c56	27433	23448	129	309
c57	21923	10099	129	309
c58	28035	18526	129	309
c59	18141	29431	129	309
c60	25737	15506	129	309
c61	22703	9755	129	309
c62	27027	14395	129	309
c63	25279	8077	129	309
c64	8727	23686	129	309
c65	30620	10242	129	309
c66	24783	20764	129	309
c67	18149	29382	129	309
c68	31597	14153	129	309
c69	24312	15676	129	309
c70	27914	12751	129	309
c71	25295	8076	129	309
c72	22482	8605	129	309
c73	25475	8270	129	309
c74	23186	8025	129	309
c75	29123	10558	129	309
c76	31546	14224	129	309
c77	22793	11131	129	309
c78	30792	15827	129	309
