order	x	y	placement_time	restaurant	ready_time
o1	6189	3321	327	r1	350
o2	8043	6701	248	r2	275
o3	10631	5092	305	r3	321
o4	5640	5307	709	r4	717
o5	6078	8509	755	r5	786
o6	7080	5549	770	r3	795
o7	7456	6819	309	r6	324
o8	2820	6366	625	r7	637
o9	10616	6805	675	r8	700
o10	5758	5618	760	r9	780
o11	364	994	255	r10	308
o12	7044	6285	608	r11	676
o13	8352	7467	783	r12	789
o14	8351	5511	844	r13	875
o15	306	5298	573	r11	598
o16	6574	3340	499	r14	536
o17	8713	4177	555	r15	580
o18	6734	5869	446	r16	458
o19	7754	6872	591	r9	622
o20	6114	5453	609	r16	621
o21	1473	5554	606	r17	614
o22	6735	8556	647	r18	659
o23	5858	3286	701	r19	713
o24	5316	4111	612	r20	623
o25	9550	6696	852	r6	874
o26	8404	6472	356	r21	363
o27	8861	5862	742	r22	779
o28	9325	5985	505	r2	517
o29	5391	4569	378	r2	386
o30	8005	3890	514	r16	526
o31	7684	6060	231	r23	308
o32	7170	3079	691	r24	713
o33	6748	7443	805	r25	842
o34	8802	7483	659	r26	692
o35	8408	7739	645	r27	678
o36	8614	5667	279	r28	292
o37	7626	3494	461	r3	469
o38	8574	2253	732	r20	759
o39	8896	7096	844	r6	855
o40	9362	7282	784	r29	802
o41	5462	5280	298	r14	335
o42	9868	7759	901	r9	919
o43	7636	8478	312	r30	330
o44	10516	5757	693	r31	718
o45	5595	4265	742	r32	759
o46	7903	6253	335	r33	348
o47	7586	8085	659	r34	675
o48	4594	5532	322	r35	337
o49	10545	6728	811	r9	839
o50	7210	6617	753	r36	760
o51	6369	6691	199	r37	215
o52	2869	7952	790	r4	802
o53	8434	5356	728	r15	739
o54	7161	6924	678	r38	715
o55	10169	5953	660	r6	668
o56	7748	7115	747	r16	802
o57	7591	6349	339	r39	357
o58	9387	7189	782	r40	812
o59	5759	7889	745	r41	760
o60	8286	4646	876	r20	901
o61	6341	5279	409	r42	435
o62	10406	6152	921	r43	931
o63	8078	6808	253	r21	270
o64	6678	2376	736	r44	773
o65	5665	4720	839	r45	859
o66	10168	6117	841	r9	857
o67	5667	4395	533	r46	556
o68	7589	7358	767	r29	785
o69	6356	4526	692	r47	698
o70	7572	8394	252	r37	278
o71	3466	3779	839	r46	857
o72	3310	1242	769	r48	794
o73	7298	8004	752	r49	770
o74	5723	4644	753	r34	803
o75	6321	2413	190	r23	240
o76	9002	7178	583	r50	614
o77	6409	4379	757	r16	800
o78	8197	6731	806	r14	843
o79	9786	5563	234	r42	246
o80	9546	6819	584	r31	610
o81	9017	2004	654	r51	687
