restaurant	x	y
r1	21770	23159
r2	22048	16631
r3	25165	15070
r4	25216	19727
r5	26209	14338
r6	24684	20715
r7	22083	18128
r8	23027	23962
r9	25948	15919
r10	22147	22962
r11	24911	20777
r12	19290	26374
r13	23925	21522
r14	26502	16197
r15	12613	31179
r16	26039	15999
r17	23550	19047
r18	23402	13697
r19	29063	5909
r20	24983	15888
r21	21668	19131
r22	23209	22016
r23	22641	21916
r24	23286	21043
r25	22092	22896
r26	24793	19545
r27	25606	14581
r28	25569	16415
r29	20149	21501
r30	24831	21102
r31	26274	16337
r32	21188	23682
r33	19609	20351
r34	25854	14218
r35	24856	21020
r36	21331	24278
r37	24453	22545
r38	26787	16381
r39	25087	20191
r40	26140	16445
r41	22051	16684
r42	27138	16013
r43	24803	20738
r44	25056	20014
r45	26339	16768
r46	24523	14611
r47	22232	18256
r48	20398	24748
r49	25509	19252
r50	18846	20915
r51	25821	15852
r52	26105	16319
r53	20241	19853
r54	25604	17605
r55	22623	23917
r56	25139	13709
r57	24478	15658
r58	22583	17497
r59	22654	23919
r60	23811	12409
r61	24441	14674
r62	24465	18437
r63	24853	20423
r64	22475	19887
r65	24835	21416
r66	20959	23893
r67	26115	17199
r68	22860	17389
r69	22714	21518
r70	22570	17841
r71	25080	19923
r72	26316	15039
r73	21539	13669
r74	24861	21304
r75	24517	17590
r76	25046	14801
r77	27928	552
r78	24327	20021
r79	19633	19019
r80	25962	16029
r81	19734	20725
r82	23546	24792
r83	22811	20793
r84	24233	9383
r85	26321	13267
r86	24132	21856
r87	25344	16498
r88	20026	23095
r89	26268	13525
r90	25673	11922
r91	24051	20302
r92	25655	17547
r93	25550	18197
r94	23738	20633
r95	25016	19991
r96	23975	21848
r97	26238	16638
r98	24244	20048
r99	20016	22315
r100	24613	13114
r101	26368	13374
r102	20053	23155
r103	21241	19169
r104	22039	18261
r105	24184	18141
r106	24111	19154
r107	22060	18195
r108	22465	19856
r109	21504	24157
r110	26280	16712
r111	15275	29651
r112	26323	16747
r113	20312	19731
r114	24447	19215
r115	23029	15053
r116	22206	18107
r117	22213	17472
r118	24505	18380
r119	23887	21540
r120	25986	17458
r121	22285	18273
r122	27059	15396
r123	26273	15479
r124	22756	22518
r125	24784	21013
r126	24663	22197
r127	24401	15230
r128	23337	15907
r129	24041	22049
r130	20366	19529
r131	24485	19903
r132	24342	21468
r133	23218	12397
r134	24595	13199
r135	20109	19083
r136	26310	14961
r137	21226	19446
r138	18784	19622
r139	23444	24221
r140	19265	18976
r141	26368	16513
r142	25755	15788
r143	24511	19853
r144	22834	20656
r145	23705	16236
r146	9592	29535
r147	21951	9450
r148	24094	21148
r149	24806	21863
r150	23374	16295
r151	26623	15518
r152	22779	24769
r153	23990	14992
r154	25856	14726
r155	24532	18842
r156	18903	23176
r157	23272	12275
r158	23921	15357
r159	22733	18893
r160	24336	20030
r161	25727	16344
r162	24141	19528
r163	18467	19841
r164	26277	15480
r165	21357	24346
r166	24018	20915
r167	24154	10235
r168	26591	16323
r169	22865	25606
r170	23732	12446
r171	17954	24720
r172	25409	17146
r173	26295	16904
r174	22046	18194
r175	21573	11349
r176	22767	12474
r177	26348	17130
r178	25570	17966
r179	23249	22242
r180	25111	20743
r181	26664	16209
r182	26140	16344
r183	23222	21517
r184	24408	18206
r185	20744	24713
r186	26507	16132
r187	9551	29519
r188	21264	16928
r189	26399	17127
r190	20353	19073
r191	24472	19148
r192	24560	14620
r193	24463	21595
r194	23996	22073
r195	22112	17800
r196	20348	19582
r197	24456	21511
r198	23532	21457
r199	29753	5857
r200	26337	14803
r201	26210	14357
r202	26567	16880
r203	23148	19905
r204	25094	20001
r205	27687	12858
r206	23650	12387
r207	24786	20754
r208	24472	15490
r209	24848	20738
r210	24492	18125
r211	24511	18505
r212	22117	16602
r213	21803	17446
