restaurant	x	y
r1	29993	13791
r2	27914	15262
r3	28561	18489
r4	23984	18571
r5	25841	15208
r6	30100	13792
r7	29436	14652
r8	26284	14922
r9	29712	13138
r10	29817	13387
r11	4067	51794
r12	25382	16186
r13	25015	15060
r14	30319	13435
r15	29705	13070
r16	25775	13736
r17	29938	13528
r18	25365	10760
r19	27607	9504
r20	27862	19036
r21	25065	16264
r22	28322	13293
r23	26040	15129
r24	29731	13066
r25	29719	11818
r26	26614	17779
r27	28619	17862
r28	30108	14175
r29	28451	17867
r30	28029	6498
r31	27686	18569
r32	26271	17007
r33	28939	12205
r34	25749	13775
r35	25493	12341
r36	25992	15141
r37	28605	18100
r38	29201	16341
r39	24562	21778
r40	26473	21010
r41	29812	12280
r42	26542	9574
r43	24984	20850
r44	29581	12996
r45	29846	14328
r46	29864	13040
r47	28666	17778
r48	27322	16156
r49	27155	13385
r50	26112	15353
r51	28889	16999
r52	28279	15629
r53	28516	17918
r54	30024	10394
r55	26901	13747
r56	29693	14574
r57	27462	9541
r58	26082	15311
r59	26408	21015
r60	22229	16958
r61	25255	10757
r62	25573	20175
r63	25829	15295
r64	28554	18095
r65	28953	10773
r66	30038	12137
r67	26436	14588
r68	29401	13484
r69	25798	15205
r70	27104	18071
r71	27534	12025
r72	25340	8468
r73	25138	21398
r74	28795	17290
r75	28500	17876
r76	32436	2983
r77	21848	13732
r78	25832	17280
r79	27947	12001
r80	28892	17101
r81	28189	16290
r82	28150	12760
r83	29087	14218
r84	28257	11696
r85	26529	17244
r86	28876	11389
r87	29409	11619
r88	25135	8494
r89	27294	18592
r90	24181	21855
r91	28902	16855
r92	28163	18659
r93	28109	18517
r94	25846	20076
r95	23406	16090
r96	23836	19379
r97	27939	7274
r98	28254	16984
r99	28608	16685
r100	24060	16122
r101	27229	10804
r102	24787	14498
r103	29313	11731
r104	30182	13639
r105	28630	17523
r106	24922	16536
r107	25114	21443
r108	27069	9412
r109	29985	9788
r110	28577	18214
r111	27843	15660
r112	22388	14516
r113	30213	13211
r114	30085	13336
r115	28295	14710
r116	29405	11589
r117	30066	10608
r118	25767	6478
r119	29975	13378
r120	22969	16077
r121	26560	21791
r122	29029	11959
r123	23893	20235
r124	12417	31523
r125	28307	17043
r126	23879	16170
r127	29490	13434
r128	27344	21939
r129	26506	19562
r130	28252	12732
r131	26217	16971
r132	23345	17401
r133	30007	12082
r134	32838	2972
r135	27815	12520
r136	25249	8458
r137	33084	3092
r138	27021	19748
r139	27740	19233
r140	28779	11948
r141	29675	12958
r142	30173	10473
r143	27824	17337
r144	25841	19974
r145	25272	21203
r146	22593	16710
r147	28436	16743
r148	27002	18592
r149	13421	26646
r150	13355	26592
r151	4563	32548
r152	26387	19000
r153	27070	7538
r154	25084	8338
r155	27794	15664
r156	28567	13004
r157	22906	21724
r158	16395	28208
r159	30322	12449
r160	29982	11723
r161	26550	18577
r162	28877	12203
r163	24034	16943
r164	26754	21040
r165	26957	17014
r166	22597	20968
r167	24503	21520
r168	28792	17169
r169	28225	15510
r170	21712	18703
r171	29897	14602
r172	27025	19080
r173	27004	19409
r174	30066	10936
r175	14433	42336
r176	28775	12971
r177	29479	12478
r178	28245	12738
r179	30787	12462
r180	29403	9042
r181	28042	16269
r182	26243	9519
r183	29984	13585
r184	26510	11837
r185	25327	17732
r186	29349	15098
r187	26994	9467
r188	30019	12563
r189	29151	16176
r190	27623	19277
r191	33518	2903
r192	27826	16246
r193	25992	14564
r194	28398	10227
r195	29786	11925
r196	27061	13001
r197	24092	16882
r198	26370	9539
r199	29441	15439
r200	21766	21781
r201	28287	12619
r202	28227	16181
r203	28082	17090
r204	28997	12099
r205	24112	16643
r206	28225	16615
r207	28626	18307
r208	28065	17117
r209	25793	15308
r210	4169	29170
r211	27527	17701
r212	25305	20957
r213	25774	16180
r214	27644	18623
r215	17118	26669
r216	29435	12566
r217	27866	18939
r218	30173	13887
r219	29550	12883
r220	29284	12511
r221	30109	12631
r222	29315	11664
r223	25977	13701
r224	24992	13843
r225	22287	16112
r226	27785	12101
r227	3895	52064
r228	28201	12372
r229	29451	12308
r230	29798	11358
r231	30061	12040
r232	18815	25081
r233	28240	15268
r234	26057	15326
r235	28311	10341
r236	25694	22600
r237	30423	12644
r238	28530	18865
r239	23301	20980
r240	28209	11915
r241	28203	15311
r242	28220	15978
r243	20131	31871
r244	32628	2070
r245	26799	12105
r246	25949	15311
r247	22040	17786
r248	25682	14586
r249	30132	12078
r250	26065	20218
r251	27813	19172
r252	29909	11404
r253	26586	18046
r254	27386	19694
r255	27887	16658
r256	29958	11852
r257	22811	34710
r258	27476	19729
r259	27483	9551
r260	33076	3028
r261	28866	17168
r262	25109	21378
r263	27401	13290
r264	19502	34165
r265	30386	13909
r266	16741	23798
r267	26473	15907
r268	23251	21427
r269	30176	11842
r270	32067	2948
r271	30213	14064
r272	28265	15509
r273	27866	17816
r274	26615	14522
r275	28240	19221
r276	29481	11450
r277	30177	10704
r278	28904	17807
r279	25527	14603
