restaurant	x	y
r1	9363	7408
r2	7772	5460
r3	8546	7847
r4	8918	4448
r5	7820	5305
r6	3861	2688
r7	7188	9094
r8	6902	7484
r9	9265	8899
r10	5970	9274
r11	6787	5008
r12	8873	7899
r13	9302	8833
r14	7310	5193
r15	5660	6028
r16	9509	6099
r17	7938	8138
r18	9487	6050
r19	4205	5319
r20	9116	6838
r21	6893	5260
r22	3667	5308
r23	7986	8246
r24	7942	7878
r25	4951	7227
r26	8910	4270
r27	8150	4584
r28	9291	9123
r29	4029	7435
r30	8217	7222
r31	6743	3884
r32	5665	6024
r33	7914	8153
r34	6555	9206
r35	8690	6746
r36	7926	4471
r37	6198	9330
r38	9983	5153
r39	7884	5388
r40	9314	8936
r41	4472	7209
r42	4368	7180
r43	8108	5032
r44	7347	8988
r45	6922	7312
r46	10102	7700
r47	8981	7741
r48	8169	7788
r49	8393	6292
r50	9422	8329
r51	8616	5112
r52	8929	8756
r53	4300	6808
r54	9238	7464
r55	7899	5440
r56	8814	9403
r57	4080	7624
r58	7851	8602
r59	6709	4836
r60	8647	6088
r61	8646	7659
r62	8074	5186
r63	5587	9081
r64	1408	6603
r65	7941	4034
r66	8522	10170
r67	9453	1531
r68	9330	8958
r69	8461	5431
r70	9053	9145
r71	9406	1571
r72	8310	6285
r73	8973	9267
r74	8581	4106
r75	8965	7638
r76	2251	7342
r77	2298	7300
r78	9158	8670
r79	6808	5224
r80	2936	5185
r81	7867	5581
r82	7974	7701
r83	3864	5471
r84	4023	5337
r85	9647	5475
r86	9587	5981
r87	6874	4955
r88	9076	9127
r89	7828	5391
r90	8818	9934
r91	7826	4006
r92	4196	7448
r93	8210	7529
r94	7049	9028
r95	9312	7518
r96	7161	9056
r97	9390	8686
r98	6914	7664
r99	8435	7511
r100	4102	7350
r101	5688	5962
r102	8245	5572
r103	7952	3114
r104	85	6514
r105	8566	9936
r106	10865	2882
r107	9194	9143
r108	6280	9307
r109	9519	6970
r110	8982	8212
r111	8268	10136
r112	8229	2527
r113	5637	5946
r114	8157	7517
r115	7939	8118
r116	6194	7944
r117	8425	6667
r118	7898	4567
r119	9045	9171
r120	8126	7975
r121	7772	8845
r122	3376	5327
r123	7861	5071
r124	6829	7652
r125	4006	5335
r126	2920	4193
r127	4279	7259
r128	8733	9460
r129	3897	5114
r130	2990	7192
r131	2430	7022
r132	9552	7618
r133	2802	7161
r134	8148	5768
r135	7568	5435
r136	7113	6195
r137	8683	4044
r138	7991	3262
r139	6167	9249
r140	5534	5977
r141	7069	7705
r142	7943	3155
r143	7920	7997
r144	9080	9202
r145	3876	5378
r146	9651	5554
r147	7953	8176
r148	7935	4868
r149	6214	9281
r150	3652	4884
r151	2084	7092
