order	x	y	placement_time	restaurant	ready_time
o1	7727	4156	1086	r1	1123
o2	3731	4577	852	r2	870
o3	9620	3931	1206	r3	1224
o4	10413	1534	1258	r4	1268
o5	7974	7918	804	r5	836
o6	5771	4011	997	r6	1015
o7	7505	8658	1159	r7	1170
o8	5004	9462	851	r8	857
o9	6420	6908	1036	r9	1059
o10	6578	9900	1165	r10	1182
o11	7093	6286	1227	r3	1252
o12	8804	8325	865	r11	887
o13	7078	6531	1268	r12	1309
o14	7219	6931	1054	r13	1055
o15	5998	4963	1195	r8	1197
o16	7969	5046	1203	r8	1215
o17	7100	2553	868	r14	880
o18	2102	6654	548	r15	568
o19	8590	8369	1113	r16	1125
o20	5208	6922	1291	r8	1316
o21	7152	6842	1109	r17	1116
o22	7068	3010	1071	r14	1083
o23	8879	3611	1209	r18	1226
o24	1183	6992	1153	r19	1171
o25	7430	6577	769	r20	789
o26	7841	8966	1170	r21	1216
o27	5329	3881	848	r22	864
o28	8400	7535	994	r23	1031
o29	7818	6352	1171	r24	1203
o30	5808	8964	978	r8	989
o31	4914	6575	839	r25	854
o32	9068	6806	1324	r23	1346
o33	7455	6695	1061	r26	1081
o34	7739	6002	1017	r3	1047
o35	7916	6404	1153	r27	1171
o36	10443	7981	1085	r28	1097
o37	6026	7529	1295	r29	1303
o38	8826	8973	1048	r30	1074
o39	6957	7821	606	r31	613
o40	7152	8766	1035	r32	1055
o41	9785	6224	1258	r33	1295
o42	9141	4198	1147	r30	1172
o43	3560	7252	1121	r34	1139
o44	10511	7874	868	r35	883
o45	6896	5727	1201	r36	1228
o46	8339	8867	747	r37	784
o47	10418	4148	1195	r38	1221
o48	10002	7506	1175	r39	1200
o49	8278	9766	1275	r9	1293
o50	8573	9797	1179	r12	1210
o51	6080	3694	1202	r25	1215
o52	4438	6627	1031	r8	1053
o53	10468	7819	678	r40	709
o54	8729	8074	614	r37	621
o55	8314	7891	1173	r24	1213
o56	6263	6539	1127	r41	1164
o57	5371	6701	1305	r42	1317
o58	6176	5019	986	r43	1023
o59	6135	8266	1236	r1	1273
o60	7956	5861	1150	r13	1152
o61	8236	4092	1108	r26	1135
o62	6974	8362	640	r44	657
o63	7142	8134	952	r45	969
o64	7471	9262	565	r46	580
o65	7095	8017	1045	r47	1066
o66	7633	5580	965	r48	983
o67	8448	8466	1136	r8	1139
o68	8427	4613	1151	r49	1163
o69	6970	6605	1232	r12	1252
o70	8903	8334	876	r50	907
o71	6180	6269	931	r45	951
o72	8411	2473	1116	r51	1128
o73	10647	8000	1031	r52	1068
o74	6522	6184	1117	r23	1135
o75	3922	6475	1113	r53	1126
o76	9762	6483	1007	r49	1023
o77	8183	8046	744	r54	752
o78	7530	7735	1053	r55	1065
o79	8207	7394	1216	r27	1232
o80	5407	6778	1032	r36	1068
o81	9180	9454	1257	r56	1297
o82	7776	5977	631	r5	642
o83	10498	6347	769	r55	794
o84	8496	9897	1282	r8	1298
o85	2709	7648	766	r57	774
o86	6732	9142	1247	r58	1290
o87	8633	9828	717	r18	737
o88	8311	5799	1218	r59	1245
o89	3994	4920	741	r19	753
o90	10495	6293	1131	r60	1132
o91	8422	7916	658	r30	671
o92	7637	5699	1100	r61	1137
o93	7176	8292	1198	r62	1255
o94	8656	6877	1114	r15	1139
o95	8093	7655	1144	r63	1169
o96	9405	6809	972	r1	1009
o97	3849	4623	1026	r64	1052
o98	8115	6526	1162	r65	1187
o99	7473	8076	1137	r66	1142
o100	3324	3944	844	r6	867
o101	6637	6544	750	r67	787
o102	9915	8976	1132	r68	1157
o103	6156	4521	637	r69	645
o104	10416	6339	1048	r28	1064
o105	5036	2954	1211	r6	1231
o106	5757	9729	1168	r34	1193
o107	7060	9217	957	r70	963
o108	10681	8056	1276	r55	1288
o109	9131	1802	735	r71	748
o110	8339	4218	1094	r14	1106
o111	4675	6737	736	r41	782
o112	6174	6870	1185	r72	1200
o113	10189	7185	1272	r73	1309
o114	10582	7553	553	r54	574
o115	3355	4814	1193	r25	1218
o116	9339	7001	725	r74	762
o117	5431	6725	1044	r8	1062
o118	8453	7759	1122	r23	1159
