courier	x	y	on_time	off_time
c1	27944	12000	24	204
c2	30036	11728	54	294
c3	29998	11766	54	294
c4	29654	11813	54	294
c5	25761	13759	69	309
c6	28088	17090	84	324
c7	29765	12257	84	324
c8	27838	16558	84	324
c9	28101	17098	84	324
c10	27112	13004	99	279
c11	28317	13225	99	279
c12	28772	17267	99	279
c13	26969	9530	99	279
c14	26985	9507	99	279
c15	25048	16268	99	279
c16	22921	21730	99	279
c17	27151	7514	114	204
c18	23291	21022	114	204
c19	23289	21053	114	234
c20	25959	14596	114	234
c21	25804	17229	129	249
c22	25755	6466	129	249
c23	25767	13703	129	249
c24	24217	21790	129	249
c25	25819	17285	129	249
c26	22005	17821	129	249
c27	29675	13055	129	249
c28	27737	18622	129	249
c29	25747	17220	129	249
c30	28313	13230	129	309
c31	27107	7494	129	309
c32	29344	13553	129	309
c33	28263	13317	129	309
c34	28241	12694	144	234
c35	33091	3093	144	234
c36	23841	16116	144	234
c37	33104	3053	144	234
c38	29385	13532	144	234
c39	23867	16177	144	264
c40	27714	18625	144	264
c41	28503	17842	144	264
c42	27700	18561	144	264
c43	27678	18584	144	384
c44	29979	12129	144	384
c45	30031	12210	144	384
c46	13285	26671	159	399
c47	13344	26603	159	399
c48	28891	17016	159	399
c49	29778	12241	159	399
c50	28860	16997	159	399
c51	33113	3042	159	399
c52	25277	10765	174	354
c53	27306	16204	174	354
c54	26186	15361	174	414
c55	27585	18611	174	414
c56	26158	15379	174	414
c57	29423	13491	189	369
c58	29390	13502	189	369
c59	28202	16237	189	429
c60	29376	15021	189	429
c61	28101	17125	189	429
c62	28111	16184	189	429
c63	25108	21372	189	429
c64	28234	12652	204	294
c65	25999	15180	204	294
c66	28168	12672	204	294
c67	29697	11772	234	414
c68	29650	11821	234	414
c69	29336	12570	234	474
c70	25986	15182	234	474
c71	25158	8371	234	474
c72	29645	11778	234	474
c73	29656	11851	234	474
c74	29274	12583	234	474
c75	23451	16117	264	504
c76	21834	13734	279	519
c77	27710	18577	309	549
c78	29710	11799	309	549
c79	26971	9505	324	504
c80	29735	13022	324	504
c81	29275	16363	324	504
c82	28317	13233	324	504
c83	26084	15319	354	474
c84	30199	13671	354	474
c85	29356	14643	369	549
c86	29436	14678	369	549
c87	29753	12321	369	549
c88	27609	18617	414	504
c89	29742	12990	414	534
c90	25836	19966	414	534
c91	25148	8439	414	654
c92	25813	20035	414	654
c93	29754	13017	414	654
c94	27311	16193	429	669
c95	25514	20205	429	669
c96	30199	13640	444	684
c97	29389	13482	444	684
c98	29422	13497	459	639
c99	29369	13534	459	639
c100	33442	2952	459	639
c101	4010	51757	459	639
c102	33537	2894	459	639
c103	27034	9360	459	639
c104	21848	13671	459	639
c105	27889	7334	459	639
c106	4091	51734	459	639
c107	33107	3077	459	639
c108	26574	17748	459	639
c109	28911	12193	474	654
c110	28950	12178	474	654
c111	27756	18604	474	654
c112	33117	3114	474	714
c113	27661	18649	474	714
c114	27522	9526	489	729
c115	28195	15288	489	729
c116	28571	16610	489	729
c117	30144	10460	489	729
c118	28928	10818	489	729
c119	29646	11849	489	729
c120	28147	15334	489	729
c121	28571	16647	489	729
c122	30125	10471	489	729
c123	27694	12100	489	729
c124	25012	20861	489	729
c125	29003	10792	489	729
c126	27601	18654	504	684
c127	12382	31462	504	684
c128	23900	16136	519	699
c129	23848	16162	519	699
c130	12444	31512	519	699
c131	27724	18620	519	699
c132	29978	13373	519	759
c133	29974	11338	519	759
c134	26576	17807	519	759
c135	25190	21438	519	759
c136	29911	11333	519	759
c137	30003	12078	519	759
c138	29672	11818	519	759
c139	29308	15028	519	759
c140	29852	14270	519	759
c141	33528	2884	519	759
c142	12454	31497	519	759
c143	28972	10779	519	759
c144	25285	8391	534	774
c145	28878	12178	534	774
c146	26358	14939	534	774
c147	26924	17017	534	774
c148	26177	15367	534	774
c149	28928	17047	534	774
c150	29744	13199	534	774
c151	28935	12228	534	774
c152	22796	34682	534	774
c153	33465	2872	534	774
c154	25815	15219	549	639
c155	29179	14184	549	789
c156	25366	8413	549	789
c157	29713	11804	549	789
c158	30163	14135	549	789
c159	27659	18661	549	789
c160	28460	17866	549	789
c161	26889	13732	549	789
c162	25340	8407	549	789
c163	30124	14201	549	789
c164	25822	20003	564	804
c165	25369	8393	564	804
c166	25866	20042	564	804
c167	28279	12641	564	804
c168	27646	18595	579	669
c169	27628	18673	579	669
c170	28280	12684	579	669
c171	27566	18610	579	669
c172	33069	3106	579	669
c173	27629	18617	579	669
c174	26108	15385	579	699
c175	26140	15375	579	699
c176	29342	13497	579	699
c177	23897	16159	579	819
c178	30133	13673	579	819
c179	26129	15352	579	819
c180	23869	16120	579	819
c181	28560	17827	594	774
c182	33078	3120	594	774
c183	25897	19999	594	774
c184	25307	8412	594	774
c185	30184	13625	594	774
c186	30136	13684	594	774
c187	30121	13640	594	834
c188	30102	10302	594	834
c189	24097	16116	594	834
c190	25828	20061	594	834
c191	25873	20035	594	834
c192	26005	15317	609	789
c193	27596	18620	609	849
c194	26130	15318	609	849
c195	26148	15363	609	849
c196	25857	20037	609	849
c197	25554	20209	624	804
c198	29405	13480	624	804
c199	27885	16253	624	864
c200	27685	18554	624	864
c201	27559	9505	624	864
c202	25868	15211	624	864
c203	24033	16916	624	864
c204	12366	31513	624	864
c205	29357	13553	624	864
c206	26068	15177	624	864
c207	33129	3042	624	864
c208	28420	10268	624	864
c209	27554	9554	624	864
c210	28190	17468	639	879
c211	27262	16189	639	879
c212	29721	13126	639	879
c213	27735	12168	639	879
c214	26012	15365	639	879
c215	30203	13650	639	879
c216	27771	12149	639	879
c217	28929	16976	639	879
c218	25138	8502	639	879
c219	26079	15331	639	879
c220	25842	15239	639	879
c221	27261	16176	639	879
c222	26993	17017	654	744
c223	25811	20026	654	744
c224	26927	16984	654	744
c225	27625	18646	654	744
c226	26925	17005	654	894
c227	28126	17132	654	894
c228	30027	10295	654	894
c229	28226	12731	654	894
c230	30133	13661	669	909
c231	26004	15358	669	909
c232	27823	15685	684	804
c233	26162	15395	684	804
c234	29743	13078	684	804
c235	29414	13551	684	804
