courier	x	y	on_time	off_time
c1	24401	20725	0	20
c2	27834	9603	0	45
c3	32378	11816	0	180
c4	25106	10770	0	180
c5	25186	10760	0	180
c6	32685	12637	0	180
c7	28638	18640	0	180
c8	25195	10590	0	180
c9	27657	18690	0	180
c10	33732	8679	0	180
c11	32630	12415	0	180
c12	29278	14512	0	180
c13	28492	14083	0	180
c14	28523	14076	0	180
c15	33738	8683	0	180
c16	32736	12691	0	180
c17	28588	1356	0	240
c18	24309	1067	0	240
c19	24920	5826	0	240
c20	33747	3504	0	240
c21	34576	2454	0	240
c22	23076	8393	15	180
c23	30210	18451	60	105
c24	22615	19669	60	120
c25	32443	13906	60	228
c26	30878	8660	60	240
c27	20978	21474	60	240
c28	22914	9536	60	240
c29	27750	13938	60	240
c30	30472	11240	60	240
c31	21214	8134	60	240
c32	12223	19420	60	240
c33	12648	31670	60	240
c34	27291	20198	60	240
c35	20945	21486	60	240
c36	25676	7343	60	240
c37	19735	25144	60	240
c38	30976	16049	60	240
c39	26983	7462	60	240
c40	27729	9873	60	240
c41	33675	12020	60	240
c42	22582	8492	60	240
c43	28703	8389	60	240
c44	26053	12771	60	240
c45	12198	19390	60	240
c46	33608	12076	60	240
c47	12608	31676	60	240
c48	25016	19676	60	240
c49	25461	20588	60	240
c50	30916	8617	60	240
c51	26976	15311	60	240
c52	27810	9827	60	240
c53	30872	20765	60	240
c54	27831	10214	60	240
c55	21597	18558	60	240
c56	33645	12041	60	240
c57	28542	14099	60	240
c58	25265	7130	60	240
c59	29201	20999	60	300
c60	29902	9904	105	240
c61	30530	11511	105	240
c62	24294	8798	120	216
c63	27161	985	120	240
c64	29945	16659	120	240
c65	23427	7708	120	360
c66	32373	9508	120	360
c67	33619	9023	120	360
c68	27106	18641	120	360
c69	22702	6758	120	360
c70	32297	9511	120	360
c71	33578	9021	120	360
c72	30422	13526	120	360
c73	23800	19381	120	480
c74	23030	12162	135	225
c75	23008	13171	150	285
