courier	x	y	on_time	off_time
c1	24473	20212	0	20
c2	27807	9139	0	45
c3	22285	19585	0	180
c4	28924	20500	0	180
c5	29653	18548	0	180
c6	25147	10147	0	180
c7	28543	11590	0	180
c8	25162	10110	0	180
c9	32683	12116	0	180
c10	32364	11307	0	180
c11	28907	20447	0	180
c12	28553	11580	0	180
c13	32689	11919	0	180
c14	32448	11375	0	180
c15	26292	17976	0	180
c16	27695	18114	0	180
c17	24357	549	0	240
c18	29414	6229	0	240
c19	33700	8166	0	240
c20	33686	8096	0	240
c21	24985	5281	0	240
c22	23074	7819	15	180
c23	30227	17930	60	105
c24	22624	19112	60	120
c25	32380	13365	60	228
c26	15132	22789	60	240
c27	12676	31144	60	240
c28	32011	12192	60	240
c29	28551	13602	60	240
c30	24990	20159	60	240
c31	30809	20269	60	240
c32	26927	6905	60	240
c33	27237	19744	60	240
c34	28076	15713	60	240
c35	27759	13389	60	240
c36	15129	22754	60	240
c37	27261	19658	60	240
c38	25671	6848	60	240
c39	26074	12246	60	240
c40	21538	9355	60	240
c41	24136	20710	60	240
c42	28952	12518	60	240
c43	26964	14818	60	240
c44	22583	8698	60	240
c45	28136	19294	60	240
c46	30887	20268	60	240
c47	22623	7979	60	240
c48	22228	8830	60	240
c49	21549	9375	60	240
c50	23844	20513	60	240
c51	33692	11543	60	240
c52	12193	18861	60	240
c53	22880	9011	60	240
c54	21027	20990	60	240
c55	22642	8882	60	240
c56	16459	22639	60	240
c57	21515	9346	60	240
c58	13033	18557	60	240
c59	25329	12033	60	300
c60	31459	17942	105	240
c61	30549	10918	105	240
c62	24242	8252	120	216
c63	27373	8545	120	240
c64	29911	16155	120	240
c65	25771	14718	120	360
c66	21674	6720	120	360
c67	27165	18158	120	360
c68	23714	8809	120	360
c69	30627	16227	120	360
c70	30525	11872	120	360
c71	22708	6240	120	360
c72	21965	18211	120	360
c73	23861	18804	120	480
c74	23107	11659	135	225
c75	23001	12661	150	285
c76	30026	12736	150	360
c77	30699	8121	180	340
c78	33233	10199	180	344
c79	29545	17222	180	420
c80	29259	11774	180	420
c81	30914	15365	180	420
c82	22359	14933	180	420
c83	22375	14857	180	420
c84	33432	11631	210	360
c85	30847	14611	225	420
c86	22372	8802	240	300
c87	29173	15059	240	360
c88	24722	17259	240	420
c89	10734	24604	240	420
c90	26943	9246	240	420
c91	27260	1302	240	420
c92	26669	6516	240	420
c93	24555	10591	240	420
c94	24233	17952	240	420
c95	21024	21176	240	420
c96	34743	1203	240	420
c97	13576	26426	240	420
c98	31325	5213	240	420
c99	33986	8934	240	420
c100	31238	5220	240	420
c101	22191	8003	240	480
c102	31916	14363	240	480
c103	21593	15313	240	480
c104	23479	9732	240	480
c105	29054	20682	240	480
c106	23010	6172	240	480
c107	29365	10320	240	480
c108	22226	11068	240	480
c109	25597	16674	240	480
c110	29400	10252	240	480
c111	26597	11161	300	420
c112	29285	13463	300	480
c113	24903	18557	360	480
c114	31237	14712	360	600
c115	21306	17278	360	600
c116	25386	8457	360	600
c117	31360	12363	360	600
c118	29078	20817	360	600
c119	27718	13500	360	600
c120	30128	11179	360	600
c121	31322	12420	360	600
c122	29923	13288	360	600
c123	28560	10921	360	600
c124	29442	15348	360	600
c125	22630	13620	360	600
c126	32828	8794	360	600
c127	28532	10902	360	600
c128	24630	17217	360	600
c129	29122	7826	360	600
c130	24449	6739	360	600
c131	30144	11193	360	600
c132	29436	15387	360	600
c133	22244	6458	360	600
c134	28437	19266	360	630
c135	28410	11684	360	720
c136	27299	18216	420	490
c137	5935	22924	420	632
c138	13723	23239	420	660
c139	33188	12932	420	660
c140	21568	7462	420	660
c141	27343	5773	420	660
c142	26396	6426	420	660
c143	25406	18980	420	660
c144	23938	5564	420	660
c145	29578	18249	420	660
c146	27528	4682	420	660
c147	27611	11665	420	660
c148	24110	863	420	660
c149	32098	11468	420	660
c150	23663	10046	420	660
c151	13665	23210	420	660
c152	31471	15466	420	660
c153	27428	12161	420	660
c154	34066	9091	420	660
c155	25619	11211	420	660
c156	23893	5561	420	660
c157	35491	706	420	660
c158	27538	12324	420	660
c159	22420	17894	420	660
c160	23644	10011	420	660
c161	28222	10929	420	660
c162	25263	1069	420	660
c163	27579	4637	420	660
c164	18522	20903	420	660
c165	11319	29419	420	660
c166	22358	19654	420	660
c167	31629	7807	420	671
c168	35191	2265	420	675
c169	24214	12516	450	668
c170	27131	21082	450	690
c171	29630	18963	450	690
c172	29620	19028	450	690
c173	32161	10269	450	690
c174	30977	17591	450	690
c175	25888	21500	450	690
c176	29103	11373	450	690
c177	21549	12384	450	690
c178	32668	14272	480	536
c179	22187	21723	480	660
c180	25688	17067	480	675
c181	29799	14877	480	720
c182	22111	8519	480	720
c183	24957	8810	480	720
c184	31214	7858	480	720
c185	22551	21591	480	720
c186	24977	8798	480	720
c187	26505	8415	480	720
c188	26519	15927	480	720
c189	28354	9188	480	720
c190	23855	20490	480	720
c191	34141	8947	480	720
c192	24214	14769	480	720
c193	21667	5984	480	720
c194	24516	8172	495	780
c195	32295	13190	505	615
c196	29172	14312	510	720
c197	22502	14165	510	750
c198	25426	9314	510	750
c199	24714	13996	510	750
c200	25479	9298	510	750
c201	28258	18741	510	750
c202	32025	7767	525	660
c203	22463	12859	540	675
c204	23205	21123	540	690
c205	26054	20606	540	720
c206	23706	9642	540	750
