restaurant	x	y
r1	21408	16721
r2	21896	19624
r3	23996	14085
r4	21606	16480
r5	24138	12661
r6	22540	19773
r7	21194	7996
r8	22196	17671
r9	24114	14220
r10	19935	15774
r11	20499	21510
r12	19818	14222
r13	19422	8981
r14	22974	11289
r15	24063	13191
r16	24141	10891
r17	19594	20731
r18	21795	19104
r19	21241	13867
r20	21492	10025
r21	21966	17075
r22	19084	21353
r23	20409	15462
r24	20289	17504
r25	19047	17076
r26	22635	19476
r27	24087	13885
r28	18053	19148
r29	20073	15878
r30	20831	21514
r31	20107	15916
r32	15834	22368
r33	27542	3471
r34	23275	16855
r35	22622	19002
r36	22032	7877
r37	19931	15770
r38	22576	18379
r39	21756	19742
r40	20132	15695
r41	23690	13446
r42	24090	12617
r43	20617	19083
r44	23879	13897
r45	19295	21780
r46	22190	13193
r47	17866	19921
r48	20502	16433
r49	16329	17484
r50	21134	18619
r51	21827	19684
r52	19411	11316
r53	22328	16805
r54	17361	17934
r55	17068	16684
r56	22913	18358
r57	16638	17231
r58	21537	13822
r59	24248	14182
r60	24620	13991
r61	17944	16683
r62	23466	14047
r63	16650	18573
r64	20408	15130
r65	22646	18362
r66	22727	18298
r67	27193	3565
r68	21863	16225
r69	24103	11103
r70	23924	14495
r71	22461	18346
r72	22308	17507
r73	21056	20263
r74	19929	15706
r75	16975	25200
r76	19917	15830
r77	10381	28799
r78	22579	18356
r79	17949	20739
r80	23493	15113
r81	24192	14416
r82	23798	13647
r83	17520	16627
r84	22712	18715
r85	22979	17483
r86	21945	15755
r87	23449	15867
r88	21046	19637
r89	18296	22361
r90	23400	15236
r91	19125	16809
r92	23771	12371
r93	21181	13548
r94	22648	18624
r95	23371	12258
r96	20041	15720
r97	22823	13483
r98	13147	27293
r99	19868	15820
r100	16667	21507
r101	21602	10002
r102	23723	13550
r103	22896	17809
r104	18612	22338
r105	22607	18678
r106	23854	13580
r107	26889	3541
r108	19944	15450
r109	19816	14296
r110	20514	21594
r111	23447	15968
r112	21845	12611
r113	23953	11883
r114	20446	19558
r115	24140	14296
r116	24866	12939
r117	20594	20129
r118	18258	17185
r119	20574	22318
r120	21662	19147
r121	22901	17639
r122	21920	16692
r123	19879	20535
r124	22334	19767
r125	21887	17927
r126	22699	18895
r127	24227	10988
r128	21930	17102
r129	23372	15222
r130	21908	18584
r131	16878	25582
r132	22663	17214
r133	21095	19065
r134	24414	13982
r135	22282	19197
r136	23758	15096
r137	21943	19414
r138	20315	15055
r139	18573	22057
r140	22971	12717
r141	22262	13244
r142	7764	36126
r143	21389	19073
r144	21110	9870
r145	22326	12877
r146	21996	7006
r147	20614	18259
r148	22336	15788
r149	16053	18346
r150	19195	21986
r151	19949	20588
r152	20620	10027
r153	23507	9560
r154	24317	13857
r155	20009	15056
r156	19022	21851
r157	22120	17640
r158	20177	20700
r159	21453	22396
r160	24090	13115
r161	24534	13105
r162	22376	13083
r163	21289	21906
r164	19193	21946
r165	24039	11892
r166	19456	16777
r167	22674	18075
r168	22384	13794
r169	22358	15998
r170	18096	17410
r171	21893	16210
r172	21788	13013
r173	22146	19084
r174	23883	11828
r175	19416	18300
r176	20283	17546
r177	22163	17566
r178	17349	21929
r179	19097	16298
r180	22322	19145
r181	23987	10377
r182	23727	13439
r183	23924	14822
r184	12879	25568
r185	16426	16637
r186	18837	21564
r187	23675	12853
r188	22284	16491
r189	22353	10806
r190	24266	13773
r191	22913	17669
r192	22892	17618
r193	24156	13159
r194	21865	19409
r195	24268	11212
r196	24212	14506
r197	26755	2576
r198	24175	14392
r199	23494	13957
r200	24202	14651
r201	20957	17476
r202	22847	12434
r203	21076	19891
r204	22293	12290
r205	23162	14111
r206	23719	11804
r207	23631	13391
r208	18062	17434
r209	24261	14637
r210	22282	12309
r211	21037	12935
r212	20637	18449
r213	22286	15986
r214	21853	17154
r215	22510	10759
r216	24079	12662
r217	24152	11134
r218	22295	15217
r219	19190	21929
r220	24550	13790
r221	17069	23965
r222	23178	14754
r223	21629	12580
r224	23711	13600
r225	20797	12656
r226	20659	15049
r227	19659	15141
r228	23910	13963
r229	7413	27191
r230	19340	8956
