courier	x	y	on_time	off_time
c1	24150	15508	0	180
c2	24158	11717	0	180
c3	24543	13048	0	180
c4	19985	15223	0	180
c5	16899	21142	0	180
c6	14664	16852	0	180
c7	24567	12960	0	180
c8	24587	13036	0	180
c9	19765	22463	0	180
c10	23049	5399	0	240
c11	24539	4138	0	240
c12	16589	6800	0	240
c13	19111	795	0	240
c14	23767	19162	30	60
c15	15249	17389	30	180
c16	16964	19135	30	240
c17	23042	13660	45	180
c18	3874	18814	60	90
c19	22752	19693	60	123
c20	24986	12424	60	240
c21	19262	20933	60	240
c22	19290	20893	60	240
c23	25416	15414	60	240
c24	22065	22252	60	240
c25	17665	7189	60	240
c26	2731	29623	60	240
c27	16938	22617	60	240
c28	18806	18388	60	240
c29	19995	21943	60	240
c30	15813	20923	60	240
c31	16662	11968	60	240
c32	15246	15211	60	240
c33	17726	10458	60	240
c34	21954	9583	60	240
c35	19333	15386	60	240
c36	18018	12575	60	240
c37	26452	12468	60	240
c38	23536	16058	60	240
c39	23025	13641	60	240
c40	24980	12189	60	240
c41	15854	21954	60	240
c42	17629	7169	60	240
c43	15878	20898	60	240
c44	8098	31165	60	240
c45	20460	14188	60	240
c46	20846	14229	60	240
c47	22029	13961	60	240
c48	24960	12398	60	240
c49	10230	33632	60	240
c50	15087	14162	60	240
c51	21451	9980	60	240
c52	16639	12011	60	240
c53	2823	29639	60	240
c54	21460	9907	60	240
c55	20758	14722	60	240
c56	15006	14129	60	240
c57	16577	20242	60	257
c58	22838	16863	60	300
c59	24501	6384	75	240
c60	17004	11908	85	300
c61	21248	13450	105	597
c62	15814	16314	120	225
c63	19571	10667	120	300
c64	14825	10402	120	300
c65	19916	17116	120	300
c66	17127	17697	120	300
c67	20221	17273	120	300
c68	17162	17693	120	300
c69	24164	13229	120	360
c70	21454	12154	120	360
c71	24220	13188	120	360
c72	19647	11871	120	360
c73	24249	13243	120	360
c74	19559	11814	120	360
c75	19641	11489	120	360
c76	24362	15688	165	255
c77	24314	19015	165	300
c78	25487	7969	190	420
c79	27253	11506	210	480
c80	19160	6785	240	420
c81	17158	22655	240	420
c82	23312	19243	240	420
c83	17629	12725	240	420
c84	16955	21764	240	420
c85	17410	15973	240	420
c86	20789	10707	240	420
c87	18845	4680	240	420
c88	20768	10733	240	420
c89	21004	19743	240	420
c90	22709	8892	240	420
c91	6063	19061	240	420
c92	23265	19317	240	420
c93	1890	23184	240	420
c94	20078	7746	240	420
c95	19481	22190	240	440
c96	17350	19578	240	480
c97	23708	18024	240	480
c98	18933	14608	240	480
c99	21648	8502	240	480
c100	23769	18064	240	480
c101	18948	14611	240	480
c102	19722	12052	240	480
c103	17516	20031	240	480
c104	15090	15464	240	480
c105	18865	14579	240	480
c106	15104	15458	240	480
c107	17259	22407	240	480
c108	17861	16884	240	480
c109	23852	17086	240	540
c110	24885	3464	270	420
c111	23260	22131	270	480
c112	18047	17441	300	420
c113	15615	16413	300	480
c114	14416	12474	300	570
c115	15970	11573	300	570
c116	26065	12428	300	570
c117	14380	12481	300	570
c118	20268	15255	300	570
c119	23920	21382	300	570
c120	15952	11638	300	570
c121	17013	12107	300	570
c122	26431	11380	330	420
c123	16092	6763	330	465
c124	18178	7682	360	480
c125	24738	17591	360	495
c126	20890	14459	360	600
c127	14346	6214	360	600
c128	14398	6238	360	600
c129	17321	13759	360	600
c130	16445	14396	360	600
c131	14510	11066	360	600
c132	17037	10683	360	600
c133	18303	14101	360	600
c134	18021	7901	360	630
c135	19775	10303	360	660
c136	14780	19114	390	630
c137	21720	12293	390	630
c138	25895	9600	390	630
c139	14764	8067	390	630
c140	22098	17600	390	630
c141	14747	19160	390	630
c142	16491	12763	390	690
c143	20759	2383	420	510
c144	19822	22604	420	540
c145	26227	6632	420	570
c146	14250	3399	420	600
c147	18081	10705	420	660
c148	24688	12694	420	660
c149	23547	17991	420	660
c150	23081	13540	420	660
c151	2705	22915	420	660
c152	18690	17275	420	660
c153	20952	11976	420	660
c154	18321	17755	420	660
c155	22751	6370	420	660
c156	18455	8709	420	660
c157	2637	22931	420	660
c158	25082	10558	420	660
c159	18353	17158	420	660
c160	24343	14943	420	660
c161	20709	17825	420	660
c162	18352	17203	420	660
c163	20361	8266	420	660
c164	19118	7838	420	660
c165	25864	10981	420	660
c166	20404	8313	420	660
c167	18098	10671	420	660
c168	23591	13431	420	660
c169	25825	10974	420	660
c170	18566	16255	420	660
c171	6574	21772	420	660
c172	21967	4394	420	660
c173	14759	14843	420	660
c174	18726	17245	420	660
c175	0	27916	420	660
c176	23143	17013	420	660
c177	27265	6344	420	660
c178	42	27900	420	660
c179	14270	16736	420	670
c180	26886	11332	420	709
c181	18694	11327	450	630
c182	19521	9896	450	660
c183	19575	16132	450	690
c184	19365	12610	450	690
c185	25561	14892	450	690
c186	25734	10826	450	690
c187	16235	18886	450	690
c188	17316	10397	465	750
c189	14007	23171	480	660
c190	14994	9944	480	670
c191	17805	14100	480	720
c192	20890	17364	480	720
c193	21086	8698	480	720
c194	24659	19878	480	720
c195	19815	18528	480	720
c196	24631	19845	480	720
c197	15089	9095	480	720
c198	17849	14126	480	720
c199	17735	10310	480	720
c200	18608	14869	480	720
c201	19057	14796	480	740
c202	18658	19138	480	750
c203	18768	19229	480	780
c204	17353	13532	510	630
c205	19617	12164	510	720
c206	22851	9677	510	750
c207	17967	10511	510	750
c208	20921	11941	540	780
c209	20862	11961	540	780
c210	19578	23006	540	780
c211	14487	17180	540	780
c212	22895	12881	540	780
c213	23056	13014	540	780
c214	17455	19703	570	750
c215	15781	20229	600	720
c216	23216	19257	600	780
c217	14633	14981	660	720
c218	20262	11649	660	780
c219	23520	10650	660	810
c220	16253	21482	660	810
c221	17784	11988	660	810
c222	23580	10655	660	810
