restaurant	x	y
r1	6817	3747
r2	6898	6242
r3	7952	2838
r4	3682	6132
r5	9281	7774
r6	8214	6523
r7	2288	6023
r8	10233	5833
r9	9335	7737
r10	2875	1745
r11	2165	6064
r12	4231	5995
r13	3945	3900
r14	7909	6966
r15	8125	3370
r16	7907	4172
r17	4303	5499
r18	5657	4751
r19	2924	5928
r20	8837	6674
r21	9179	6194
r22	8268	5078
r23	9622	4300
r24	6694	3586
r25	6099	8061
r26	7948	7006
r27	8596	6434
r28	8577	6202
r29	8062	3970
r30	5331	6587
r31	9250	7708
r32	3926	4265
r33	4449	5975
r34	7891	3240
r35	3881	1480
r36	9072	7846
r37	6314	8092
r38	6101	6772
r39	9061	7956
r40	7892	6932
r41	6975	7807
r42	8964	3083
r43	9046	7924
r44	6806	4000
r45	1455	5398
r46	4055	4091
r47	7740	4999
r48	8144	2711
r49	7922	6911
r50	9066	7419
r51	8915	3160
r52	9341	6373
r53	2645	4037
r54	7913	3293
r55	7793	4057
r56	4437	5928
r57	7897	6429
r58	504	2867
r59	9162	7924
r60	8538	6635
r61	8276	6076
r62	2770	5948
r63	8273	6529
r64	6186	8140
r65	6466	8058
r66	7874	1915
r67	7939	3342
r68	5734	4776
r69	7756	4161
r70	2923	4045
r71	6586	7979
r72	8475	6551
r73	8723	8175
r74	8228	4413
r75	4166	4161
r76	6819	6059
r77	70	5221
r78	9067	6254
r79	8150	6271
r80	3628	4089
r81	10828	1683
r82	6869	3796
r83	493	2868
r84	8171	6547
r85	9423	6147
r86	8155	4533
r87	7825	8759
r88	9274	6306
r89	7094	4966
r90	7883	5096
r91	55	5272
r92	4947	5976
r93	7937	1951
r94	8451	5431
r95	7034	6499
r96	8562	2867
r97	9082	7369
r98	5689	4749
r99	6796	3975
r100	7184	7910
r101	7718	7685
r102	5565	7916
r103	8671	4844
r104	6244	8136
r105	8445	6488
r106	9482	6361
r107	5529	4749
r108	3732	6148
r109	7931	6676
r110	7219	3970
r111	7889	3660
r112	3868	4188
r113	8640	5547
r114	9069	5570
r115	7576	4195
r116	7833	3870
r117	8921	5459
r118	8287	5612
r119	2379	5855
r120	8203	6244
r121	7916	7071
r122	6985	3753
r123	9041	7987
r124	4054	6213
r125	2896	4002
r126	9226	7902
r127	2908	2995
r128	5580	6634
r129	8114	6660
r130	3790	4039
r131	8625	2795
r132	7211	3753
r133	6207	8119
r134	2844	3999
