courier	x	y	on_time	off_time
c1	4936	6036	0	90
c2	4863	5991	0	180
c3	5668	4791	60	240
c4	7004	3807	90	330
c5	9260	6362	105	225
c6	9593	4298	180	360
c7	9539	4261	180	360
c8	6330	8015	195	315
c9	6339	8045	210	450
c10	9338	6334	210	450
c11	8257	6544	225	405
c12	9551	4270	225	465
c13	6264	8049	240	420
c14	6324	8057	240	480
c15	8459	5420	255	375
c16	7838	4258	270	510
c17	8281	6537	285	525
c18	8700	4796	300	480
c19	9261	6332	300	480
c20	3658	4065	315	405
c21	3632	4125	315	405
c22	4030	4063	315	405
c23	3673	4120	315	555
c24	3579	4045	315	555
c25	8420	5484	330	510
c26	7919	6944	330	510
c27	7847	4172	330	510
c28	4335	5502	345	585
c29	7157	7851	345	585
c30	9044	7320	375	465
c31	8205	6283	420	600
c32	8228	6004	435	615
c33	9054	6311	435	615
c34	8218	6560	435	675
c35	8160	6327	480	570
c36	8143	6265	480	600
c37	8144	6253	480	720
c38	8125	3439	495	735
c39	8620	2813	495	735
c40	6837	6235	495	735
c41	8547	2804	495	735
c42	7902	4215	510	690
c43	8134	3430	525	705
c44	7892	1855	540	630
c45	7953	2766	555	735
c46	3997	6164	555	735
c47	7927	4258	570	750
c48	9239	7775	570	750
c49	2154	6094	570	750
c50	2181	6063	570	810
c51	7842	4220	585	765
c52	8324	6481	600	780
c53	7191	3798	600	840
c54	2159	6050	600	840
c55	7897	4167	615	795
c56	7900	4202	615	855
c57	2198	6066	615	855
c58	1366	5363	630	810
c59	7890	6958	645	825
c60	9282	7731	645	885
c61	8257	5013	645	885
c62	8873	6650	660	900
c63	8846	6667	660	900
c64	6899	6089	675	915
c65	9330	7714	690	810
c66	7974	6659	690	870
c67	47	5246	690	870
c68	4110	6194	690	870
c69	0	5277	690	930
c70	17	5254	690	930
c71	4100	6187	690	930
c72	4120	4084	690	930
c73	6851	6133	705	885
c74	4139	4118	705	945
c75	3887	3890	705	945
c76	1401	5328	705	945
c77	7514	4181	720	960
c78	7526	4178	720	960
c79	9026	7986	720	960
c80	7094	5055	720	960
c81	7589	4245	720	960
c82	7050	5061	720	960
c83	8861	6726	735	915
c84	8191	6294	735	915
c85	3954	3954	735	915
c86	2200	6082	750	930
c87	8810	6719	765	1005
c88	9291	7642	780	1020
c89	7957	7011	795	975
c90	3954	3882	795	975
c91	4345	5582	810	1050
c92	3915	3928	840	1020
c93	3966	3886	840	1020
c94	6771	3794	885	975
