courier	x	y	on_time	off_time
c1	15459	16039	0	120
c2	18126	20133	0	120
c3	15417	16103	0	180
c4	18148	20157	15	255
c5	13417	22487	15	255
c6	19630	12904	15	255
c7	13415	22560	15	255
c8	19640	12851	15	255
c9	15458	16026	15	255
c10	15973	16890	30	210
c11	18389	19608	30	210
c12	20096	15755	30	210
c13	3018	28919	30	210
c14	18970	16959	30	210
c15	19035	16910	30	210
c16	20082	15798	45	165
c17	14681	18635	45	165
c18	15466	22275	45	225
c19	17361	18940	45	225
c20	20142	15780	45	225
c21	14656	18591	45	285
c22	16657	20412	60	240
c23	15411	16069	60	240
c24	16662	20391	60	300
c25	13500	18413	75	165
c26	17734	19388	75	165
c27	17824	15014	75	165
c28	15455	16019	75	315
c29	15368	16017	75	315
c30	18511	19297	90	270
c31	15367	16086	90	270
c32	15900	17226	90	270
c33	17862	17773	90	270
c34	17883	17761	90	270
c35	15497	22277	90	270
c36	18518	19329	90	270
c37	19465	16621	90	270
c38	18449	19394	90	270
c39	18411	19440	90	330
c40	15616	17457	90	330
c41	15649	17496	90	330
c42	18951	15786	90	330
c43	20089	15818	105	285
c44	2982	28987	105	285
c45	18516	19448	105	285
c46	20108	15820	105	285
c47	18518	19436	105	285
c48	18517	19437	105	345
c49	17194	11785	105	345
c50	17686	19476	105	345
c51	18470	19426	105	345
c52	18446	19370	105	345
c53	15398	17565	120	300
c54	15432	17523	120	300
c55	15476	22277	120	360
c56	17684	19448	120	360
c57	16263	16806	120	360
c58	19618	13709	120	360
c59	19805	15919	120	360
c60	16036	23305	120	360
c61	5998	30567	120	360
c62	15447	22277	135	375
c63	18481	14468	135	375
c64	17187	20928	135	375
c65	20096	15836	135	375
c66	17802	18521	150	390
c67	15418	22360	150	390
c68	20060	14969	150	390
c69	15489	22318	150	390
c70	15468	22310	150	390
c71	15014	18534	180	420
c72	16124	24184	195	315
c73	18268	20108	195	315
c74	21380	0	210	390
c75	19029	15776	225	345
c76	14660	18616	225	345
c77	17471	20327	240	480
c78	18434	19439	240	480
c79	19591	13641	255	435
c80	19010	15793	255	435
c81	18947	15774	255	435
c82	20122	15780	255	495
c83	18993	15873	255	495
c84	19739	15932	285	465
c85	17318	20951	285	465
c86	13485	21657	300	390
c87	19026	15790	300	540
c88	17398	20348	315	405
c89	19761	14203	315	405
c90	14950	13063	315	405
c91	15401	16022	315	555
c92	16909	18444	315	555
c93	15626	17475	330	450
c94	15589	17531	330	510
c95	18511	19374	330	510
c96	18791	16500	330	510
c97	15400	16011	330	510
c98	18535	19436	330	510
c99	18417	19527	330	510
c100	19351	15324	330	510
c101	18944	14046	345	585
c102	18947	17033	345	585
c103	18989	15860	360	540
c104	15698	17657	360	540
c105	17345	20917	360	540
c106	19019	15823	375	615
c107	17685	19394	375	615
c108	5943	30529	390	570
c109	19007	17387	390	570
c110	5970	30597	390	570
c111	6027	30596	390	570
c112	15617	17653	390	570
c113	17310	20889	405	645
c114	17382	18935	405	645
c115	19723	16319	420	600
c116	19284	15333	435	615
c117	15648	17682	450	630
c118	15677	17632	450	630
c119	18407	19435	450	630
c120	14909	10686	450	630
c121	19806	16180	450	630
c122	15431	17544	450	690
c123	15435	17544	450	690
c124	16138	24130	465	645
c125	18184	20332	465	645
c126	14976	10754	465	705
c127	19542	15745	465	705
c128	15853	19357	465	705
c129	15607	17665	465	705
c130	15170	22560	465	705
c131	19791	16225	465	705
c132	14942	10762	465	705
c133	17898	17834	480	660
c134	18207	20226	480	660
c135	15658	17723	480	660
c136	15654	17670	480	660
c137	18221	20171	495	675
c138	14978	20105	495	675
c139	15456	22345	495	675
c140	19040	15811	495	675
c141	17876	13994	495	675
c142	13462	18502	495	675
c143	18173	20193	495	735
c144	13474	18480	495	735
c145	13481	18481	495	735
c146	14946	20110	495	735
c147	16106	20876	510	600
c148	20163	15798	510	690
c149	15650	17529	510	690
c150	15612	17529	510	690
c151	20101	15807	510	690
c152	16607	14671	525	765
c153	19292	13542	525	765
c154	19319	13543	525	765
c155	13543	18420	525	765
c156	13500	18415	525	765
c157	12193	20317	525	765
c158	15677	17692	540	720
c159	15635	17486	540	720
c160	5933	30578	540	720
c161	17886	14038	540	720
c162	15699	17645	540	720
c163	18221	18995	555	735
c164	18169	20198	555	735
c165	16584	21378	555	735
c166	18166	19000	555	735
c167	15670	17503	570	750
c168	16169	24151	570	750
c169	16606	21331	570	750
c170	19332	15309	570	810
c171	15442	17541	570	810
c172	15437	17566	600	720
c173	18960	15846	600	780
c174	13030	18458	600	780
c175	16107	20932	615	795
c176	15149	22480	615	795
c177	18952	15796	630	810
c178	15488	17499	645	825
c179	12921	19753	690	810
c180	11352	24114	690	810
