courier	x	y	on_time	off_time
c1	9178	7442	345	435
c2	7871	7684	420	510
c3	7839	7681	420	540
c4	5599	5913	435	525
c5	5633	5951	435	555
c6	8888	8175	510	600
c7	5669	5905	540	630
c8	5620	5939	555	735
c9	8807	8181	555	735
c10	9999	7647	555	735
c11	5665	5944	555	795
c12	8804	8136	555	795
c13	9518	5449	570	690
c14	9204	7522	570	810
c15	9475	5421	585	825
c16	9512	5497	585	825
c17	9556	5466	585	825
c18	3299	5195	600	690
c19	6774	7362	630	720
c20	4199	6761	630	720
c21	6149	9282	645	825
c22	8519	4046	660	750
c23	8627	5993	660	750
c24	7797	2997	660	750
c25	8484	4005	660	750
c26	8508	3962	660	840
c27	8512	4022	660	840
c28	1348	6512	660	840
c29	9125	9025	675	795
c30	7776	5418	735	975
c31	9334	1453	735	975
c32	4083	5329	735	975
c33	7816	5334	735	975
c34	4094	7334	750	870
c35	2125	7237	750	870
c36	8275	6172	750	870
c37	8990	6763	765	1005
c38	8127	7425	765	1005
c39	3930	7628	765	1005
c40	8985	6731	765	1005
c41	6610	3881	765	1005
c42	9468	6836	780	870
c43	7724	5405	840	930
c44	7712	5389	840	930
c45	7779	5344	855	1035
c46	7810	5342	855	1035
c47	7792	5398	870	960
c48	9313	8284	870	960
c49	4232	6763	900	1080
c50	4272	6699	900	1080
c51	7165	9025	975	1095
c52	9359	8328	975	1095
c53	7172	9015	975	1095
c54	4039	5266	975	1095
c55	6003	9268	990	1170
c56	7824	5358	990	1170
c57	8122	7472	990	1170
c58	6674	3895	990	1170
c59	3785	2582	990	1170
c60	7794	5364	990	1170
c61	8066	7459	990	1170
c62	7901	8209	990	1170
c63	7773	5401	990	1170
c64	5647	5968	1005	1125
c65	5608	5915	1005	1125
c66	5567	5891	1005	1125
c67	8856	7584	1005	1125
c68	8132	2512	1035	1155
c69	7803	4421	1035	1155
c70	7826	4393	1035	1155
c71	9190	8786	1050	1290
c72	10822	2866	1050	1290
c73	8160	7678	1050	1290
c74	8839	4240	1050	1290
c75	8959	9095	1050	1290
c76	9480	7565	1050	1290
c77	8088	7733	1050	1290
c78	6790	7420	1050	1290
c79	8102	7476	1065	1245
c80	4003	7341	1065	1245
c81	4099	7336	1095	1185
c82	8239	6234	1095	1185
c83	4115	7411	1095	1275
c84	2143	7242	1095	1275
c85	8440	7831	1110	1350
c86	1314	6562	1110	1350
c87	3898	5115	1110	1350
c88	6964	8946	1110	1350
c89	8621	5977	1125	1305
c90	7044	6141	1125	1305
c91	8621	6014	1140	1380
c92	1363	6546	1140	1380
c93	4042	5278	1140	1380
c94	7146	9072	1155	1245
c95	7108	9065	1155	1245
c96	9255	8884	1155	1275
c97	8210	6256	1155	1275
c98	5910	9223	1155	1275
c99	8251	6185	1155	1335
c100	5945	9280	1155	1395
c101	7088	9017	1155	1395
c102	8987	8665	1155	1395
c103	5527	5897	1170	1260
c104	7907	7818	1170	1260
c105	3971	5283	1170	1260
c106	6821	7355	1275	1365
c107	9026	9131	1275	1365
c108	3993	5228	1275	1395
c109	7802	5370	1275	1395
c110	3935	5249	1335	1425
