courier	x	y	on_time	off_time
c1	17638	15661	0	240
c2	17718	15687	0	240
c3	17265	15469	30	150
c4	15073	15732	30	210
c5	15905	14678	45	165
c6	17809	14910	45	165
c7	17286	14401	60	300
c8	13225	13462	60	300
c9	18240	15169	60	300
c10	13015	18933	60	300
c11	13700	16453	90	180
c12	16047	19822	90	210
c13	17241	15226	90	210
c14	17737	14939	90	270
c15	16829	19644	90	270
c16	16787	14590	90	270
c17	16822	14604	90	270
c18	15680	21301	105	345
c19	18152	15386	105	345
c20	17716	15703	105	345
c21	16174	17873	105	345
c22	13800	17935	105	345
c23	13757	17909	120	210
c24	12213	24444	120	360
c25	13992	17894	120	360
c26	12195	24466	120	360
c27	17600	14501	135	225
c28	20730	5668	135	225
c29	18084	16277	135	225
c30	16494	20531	135	225
c31	14086	18020	150	270
c32	16128	15406	150	270
c33	17329	16201	150	270
c34	16587	20877	150	390
c35	16247	17926	195	315
c36	16787	19955	195	375
c37	14098	18032	210	300
c38	13116	24099	210	300
c39	18100	15377	225	405
c40	18130	15334	225	405
c41	17303	14389	240	420
c42	13972	17797	240	420
c43	13945	17815	240	420
c44	15264	18833	270	360
c45	17694	15738	270	510
c46	13293	20483	300	480
c47	19708	281	315	405
c48	17985	16078	315	405
c49	16505	20501	315	555
c50	17393	14376	315	555
c51	16787	14640	315	555
c52	18022	16056	315	555
c53	16221	18672	330	510
c54	17711	17253	330	510
c55	15771	20052	345	585
c56	16826	20441	345	585
c57	11844	18854	345	585
c58	14950	21213	345	585
c59	17385	16161	360	480
c60	15537	21291	360	480
c61	13271	13403	375	465
c62	13248	13409	375	465
c63	18026	14740	405	585
c64	16544	20570	420	540
c65	16118	15358	420	540
c66	16481	20493	420	540
c67	16538	20535	420	600
c68	11858	21277	435	525
c69	12942	19016	435	615
c70	17974	15260	435	615
c71	17942	15214	435	675
c72	17366	16190	435	675
c73	17347	16180	435	675
c74	14148	18042	450	690
c75	17633	14508	465	645
c76	20721	5630	465	645
c77	20791	5668	465	645
c78	14630	25721	465	645
c79	16230	15406	465	645
c80	10814	24396	480	570
c81	16218	18146	480	600
c82	14647	25744	480	600
c83	14564	25762	480	600
c84	15875	17927	480	660
c85	16573	20505	480	660
c86	15874	17865	480	720
c87	15925	17881	480	720
c88	13954	17858	480	720
c89	16217	17940	480	720
c90	15709	21251	495	735
c91	16891	19683	495	735
c92	18175	16325	495	735
c93	15709	21284	495	735
c94	13131	24058	495	735
c95	18091	16320	495	735
c96	16241	18202	510	690
c97	16192	18177	510	690
c98	11870	21300	510	690
c99	14508	24496	510	750
c100	16537	20842	510	750
c101	15582	21333	525	705
c102	16512	20503	525	705
c103	16487	20474	525	705
c104	17666	14519	525	705
c105	16490	20461	525	705
c106	17885	14055	525	705
c107	13994	17843	525	705
c108	16873	13497	525	705
c109	16544	20589	525	705
c110	17822	16099	540	720
c111	18078	16327	540	720
c112	18104	14550	540	720
c113	16837	19722	540	720
c114	13324	20442	540	720
c115	11275	20140	540	780
c116	18042	16430	540	780
c117	17661	15693	555	735
c118	14125	18072	555	735
c119	15718	14791	555	735
c120	16202	18187	555	795
c121	17317	16192	570	810
c122	17426	16041	570	810
c123	17385	16238	570	810
c124	15661	21311	570	810
c125	13771	22711	570	810
c126	16574	20585	570	810
c127	13761	22721	585	765
c128	13782	22725	585	765
c129	13961	18074	585	765
c130	17715	15729	585	765
c131	17713	15665	585	765
c132	18018	13012	600	690
c133	11835	18848	600	690
c134	17606	14507	600	780
c135	17703	15746	615	855
c136	16222	18981	630	810
c137	15264	18790	705	825
c138	17345	16204	705	825
c139	13509	22904	705	825
