order	x	y	placement_time	restaurant	ready_time
o1	5887	6459	0	r1	41
o2	9794	8836	347	r2	364
o3	8390	10690	393	r3	415
o4	8193	10415	399	r3	414
o5	8954	5716	407	r2	428
o6	7099	10656	428	r3	446
o7	5880	6409	428	r3	446
o8	9846	4612	494	r2	507
o9	8939	8884	497	r3	514
o10	6848	10560	521	r4	546
o11	7993	9579	535	r3	551
o12	9472	8823	537	r5	574
o13	2398	5812	550	r6	590
o14	11434	8420	553	r2	574
o15	6131	6977	554	r5	617
o16	5547	7635	556	r5	589
o17	9168	4564	557	r5	590
o18	8354	10116	565	r7	580
o19	9428	8843	569	r4	587
o20	9685	10907	582	r4	594
o21	9417	7800	584	r8	621
o22	10448	8174	584	r9	594
o23	10140	10401	612	r10	617
o24	10012	8391	618	r11	636
o25	8867	8420	621	r12	633
o26	6734	4958	634	r13	665
o27	6331	8182	636	r13	649
o28	5551	6417	641	r3	657
o29	11381	9085	642	r14	677
o30	9983	5388	646	r15	651
o31	9273	8079	650	r16	675
o32	9821	9003	652	r17	659
o33	9935	7890	657	r18	694
o34	10229	7911	657	r14	693
o35	7768	4188	664	r11	672
o36	11838	1395	665	r19	690
o37	8326	9236	666	r20	684
o38	7591	9487	666	r21	678
o39	9392	5041	668	r17	669
o40	10039	4274	669	r12	680
o41	8217	6543	670	r5	706
o42	11336	9427	670	r8	707
o43	10755	9909	671	r2	678
o44	10783	5524	674	r22	711
o45	9221	8681	675	r23	690
o46	10292	10750	676	r24	709
o47	11309	8745	678	r25	709
o48	7834	4128	678	r26	693
o49	8739	8435	686	r27	711
o50	10591	9251	688	r2	718
o51	10240	9918	688	r28	728
o52	3773	5988	692	r21	713
o53	9823	8294	693	r27	718
o54	9301	9071	693	r27	705
o55	10402	7885	695	r29	720
o56	9268	7287	700	r5	735
o57	10250	8087	705	r30	728
o58	9717	9040	709	r31	726
o59	9372	5391	714	r27	739
o60	9478	10726	717	r32	737
o61	8666	8387	718	r27	743
o62	11318	9360	721	r27	746
o63	6961	9096	722	r27	747
o64	10232	7873	725	r22	762
o65	1179	5842	725	r33	732
o66	8862	9066	726	r34	743
o67	8516	5273	727	r27	775
o68	3073	7820	728	r5	755
o69	6201	8473	733	r35	770
o70	9639	9047	735	r34	757
o71	5526	7712	736	r30	782
